time,generation,best_lap,gen_best_lap,mean_lap,max_dist,laps_completed,popsize,gen_seconds,sigma
1780465432,492,97.790,153.020,,3609.2,5,48,48.3,0.1800
1780465486,493,97.790,147.680,146.000,3608.9,12,48,54.0,0.1800
1780465538,494,97.790,125.180,148.980,3608.9,8,48,52.8,0.1800
1780465588,495,97.790,158.240,153.580,3608.8,5,48,50.0,0.1800
1780465639,496,97.790,140.780,153.580,3608.9,4,48,50.8,0.1800
1780465691,497,97.790,166.620,157.760,3608.8,6,48,51.9,0.1800
1780465746,498,97.790,166.060,161.800,3608.8,7,48,54.7,0.1800
1780465798,499,97.790,166.220,163.080,3608.9,7,48,52.5,0.1800
1780465854,500,97.790,137.780,167.260,3609.2,11,48,55.3,0.1800
1780465907,501,97.790,156.960,170.380,3608.9,12,48,53.7,0.1800
1780465962,502,97.790,148.340,174.960,3608.9,12,48,54.9,0.1800
1780466019,503,97.790,167.180,180.280,3608.9,15,48,56.5,0.1746
1780466077,504,97.790,168.380,183.640,3608.9,15,48,58.3,0.1694
1780466133,505,97.790,136.780,186.880,3608.8,13,48,56.1,0.1694
1780466191,506,97.790,153.200,188.480,3608.8,17,48,58.3,0.1643
1780466252,507,97.790,168.980,186.700,3608.9,18,48,60.9,0.1594
1780466313,508,97.790,150.460,190.040,3609.0,22,48,61.2,0.1546
1780466373,509,97.790,155.980,191.180,3608.9,22,48,59.9,0.1499
1780466435,510,97.790,126.580,191.080,3609.0,23,48,61.7,0.1454
1780466498,511,97.790,155.040,195.280,3608.9,21,48,62.6,0.1411
1780466559,512,97.790,144.460,186.040,3608.9,24,48,61.8,0.1368
1780466623,513,97.790,155.920,186.180,3609.0,33,48,64.0,0.1327
1780466685,514,97.790,132.880,186.320,3609.0,34,48,61.6,0.1288
1780466748,515,97.790,154.720,182.660,3608.9,36,48,63.4,0.1800
1780466796,516,97.790,149.040,105.560,3609.1,3,48,47.9,0.1800
1780466843,517,97.790,145.060,,3609.1,1,48,46.6,0.1800
1780466890,518,97.790,173.240,,3609.0,2,48,47.5,0.1800
1780466938,519,97.790,190.960,,3608.9,1,48,48.0,0.1800
1780466986,520,97.790,187.100,,3608.7,1,48,47.4,0.1800
1780467035,521,97.790,,151.500,2857.0,0,48,49.8,0.1800
1780467088,522,97.790,166.000,164.820,3608.9,7,48,52.3,0.1800
1780467138,523,97.790,167.500,169.360,3609.0,3,48,50.0,0.1800
1780467189,524,97.790,164.920,175.620,3608.8,5,48,50.8,0.1800
1780467240,525,97.790,142.840,178.100,3609.0,8,48,51.9,0.1800
1780467292,526,97.790,180.800,173.900,3608.6,3,48,51.9,0.1800
1780467345,527,97.790,159.320,177.380,3608.9,5,48,52.4,0.1800
1780467398,528,97.790,195.520,177.540,3608.8,6,48,52.9,0.1800
1780467451,529,97.790,157.260,175.880,3608.9,6,48,53.8,0.1800
1780467506,530,97.790,150.980,179.940,3609.0,13,48,54.4,0.1800
1780467562,531,97.790,150.720,180.800,3609.0,17,48,55.9,0.1746
1780467617,532,97.790,142.020,180.880,3608.9,12,48,55.5,0.1746
1780467670,533,97.790,158.140,180.960,3608.8,10,48,52.5,0.1746
1780467726,534,97.790,151.220,179.800,3608.8,12,48,56.4,0.1746
1780467783,535,97.790,168.540,188.200,3608.8,13,48,56.8,0.1746
1780467842,536,97.790,138.580,189.840,3609.1,22,48,58.7,0.1694
1780467901,537,97.790,162.140,192.040,3608.9,12,48,59.7,0.1694
1780467960,538,97.790,150.740,195.080,3608.9,18,48,58.7,0.1643
1780468018,539,97.790,151.240,200.980,3608.9,19,48,57.7,0.1594
1780468079,540,97.790,171.660,199.680,3609.0,21,48,60.9,0.1546
1780468139,541,97.790,167.160,200.340,3609.0,19,48,60.3,0.1499
1780468200,542,97.790,148.340,203.680,3608.9,20,48,61.4,0.1454
1780468262,543,97.790,136.660,202.280,3609.0,26,48,61.8,0.1411
1780468325,544,97.790,157.680,201.680,3608.8,28,48,62.4,0.1368
1780468387,545,97.790,150.420,199.560,3608.9,27,48,62.4,0.1327
1780468451,546,97.790,159.100,198.380,3609.0,27,48,64.3,0.1800
1780468500,547,97.790,121.000,,3608.9,3,48,48.6,0.1800
1780468547,548,97.790,,,3134.5,0,48,46.6,0.1800
1780468594,549,97.790,188.580,123.600,3608.6,2,48,47.3,0.1800
1780468642,550,97.790,159.360,129.340,3609.0,2,48,48.1,0.1800
1780468690,551,97.790,197.900,129.920,3608.6,1,48,48.0,0.1800
1780468739,552,97.790,172.480,,3609.0,4,48,48.7,0.1800
1780468789,553,97.790,175.180,,3608.9,2,48,50.3,0.1800
1780468838,554,97.790,139.980,,3609.0,3,48,48.4,0.1800
1780468890,555,97.790,169.720,151.620,3608.9,5,48,52.2,0.1800
1780468940,556,97.790,162.920,,3609.1,6,48,49.8,0.1800
1780468992,557,97.790,130.380,152.400,3608.9,8,48,52.5,0.1800
1780469043,558,97.790,169.620,157.100,3609.1,6,48,51.2,0.1800
1780469095,559,97.790,172.360,153.180,3608.9,8,48,52.2,0.1800
1780469147,560,97.790,148.840,158.120,3608.9,6,48,51.8,0.1800
1780469200,561,97.790,160.180,,3608.8,3,48,52.5,0.1800
1780469257,562,97.790,157.860,156.900,3608.8,12,48,57.2,0.1800
1780469312,563,97.790,126.980,164.760,3609.1,8,48,54.7,0.1800
1780469364,564,97.790,173.080,168.960,3608.8,7,48,52.9,0.1800
1780469420,565,97.790,171.300,180.100,3608.9,12,48,55.6,0.1800
1780469475,566,97.790,166.760,184.680,3609.0,8,48,54.9,0.1800
1780469532,567,97.790,153.740,190.280,3608.8,16,48,57.1,0.1746
1780469590,568,97.790,157.160,192.460,3608.9,13,48,57.4,0.1746
1780469648,569,97.790,159.640,201.720,3609.0,17,48,58.9,0.1694
1780469708,570,97.790,157.860,206.940,3609.1,15,48,59.9,0.1643
1780469770,571,97.790,142.760,207.440,3608.9,19,48,62.1,0.1594
1780469828,572,97.790,143.820,209.500,3608.9,14,48,58.0,0.1594
1780469890,573,97.790,164.720,207.420,3609.0,21,48,61.3,0.1546
1780469950,574,97.790,144.200,214.740,3608.8,14,48,59.8,0.1546
1780470013,575,97.790,165.120,211.400,3608.9,20,48,63.8,0.1499
1780470078,576,97.790,160.120,207.640,3609.0,26,48,64.1,0.1454
1780470141,577,97.790,140.420,204.340,3609.1,28,48,63.5,0.1800
1780470188,578,97.790,136.200,,3609.0,1,48,46.8,0.1800
1780470235,579,97.790,177.260,,3608.9,2,48,47.2,0.1800
1780470283,580,97.790,154.420,,3609.2,6,48,48.3,0.1800
1780470330,581,97.790,188.000,,3608.9,1,48,46.3,0.1800
1780470377,582,97.790,203.420,,3608.5,2,48,46.9,0.1800
1780470425,583,97.790,195.540,139.600,3608.8,3,48,48.7,0.1800
1780470477,584,97.790,176.660,,3609.1,6,48,51.1,0.1800
1780470526,585,97.790,205.640,147.180,3608.7,2,48,49.1,0.1800
1780470576,586,97.790,127.400,148.900,3609.1,4,48,50.7,0.1800
1780470626,587,97.790,162.720,,3608.7,6,48,50.0,0.1800
1780470676,588,97.790,172.780,158.040,3608.9,2,48,49.4,0.1800
1780470728,589,97.790,163.360,,3609.1,6,48,51.9,0.1800
1780470779,590,97.790,189.760,,3608.7,3,48,51.7,0.1800
1780470829,591,97.790,178.120,161.800,3608.7,3,48,49.5,0.1800
1780470880,592,97.790,162.600,,3608.7,6,48,51.3,0.1800
1780470934,593,97.790,149.520,177.000,3609.1,12,48,54.2,0.1800
1780470990,594,97.790,168.960,180.280,3608.9,10,48,55.7,0.1800
1780471043,595,97.790,192.820,185.200,3608.9,8,48,53.3,0.1800
1780471100,596,97.790,161.340,189.160,3608.8,10,48,56.2,0.1800
1780471156,597,97.790,191.340,191.000,3608.8,12,48,56.1,0.1800
1780471210,598,97.790,144.160,193.320,3608.9,10,48,54.8,0.1800
1780471266,599,97.790,187.140,190.420,3608.8,10,48,55.4,0.1800
1780471323,600,97.790,176.380,188.840,3609.1,10,48,57.5,0.1800
1780471378,601,97.790,146.320,194.360,3608.7,7,48,54.8,0.1800
1780471434,602,97.790,177.440,179.220,3608.9,15,48,55.9,0.1746
1780471495,603,97.790,149.700,181.020,3608.8,24,48,60.8,0.1694
1780471611,604,97.790,98.460,107.200,3609.7,15,48,50.1,0.0388
1780471666,605,97.790,100.820,113.880,3609.5,32,48,54.8,0.0376
1780471722,606,97.790,102.500,113.320,3609.6,43,48,56.3,0.0365
1780471779,607,97.790,101.880,106.380,3609.6,41,48,56.7,0.0354
1780471834,608,97.790,101.980,103.120,3609.6,35,48,54.9,0.0343
1780471887,609,97.790,98.440,100.980,3609.4,26,48,53.1,0.0333
1780471940,610,97.790,100.800,102.400,3609.6,24,48,53.3,0.0323
1780471993,611,97.790,100.460,103.480,3609.4,23,48,52.5,0.0313
1780472046,612,97.790,100.620,107.840,3609.5,27,48,53.3,0.0304
1780472097,613,97.790,99.860,110.280,3609.6,34,48,51.4,0.0295
1780472153,614,97.790,101.360,109.640,3609.5,40,48,55.4,0.0286
1780472208,615,97.790,102.560,106.960,3609.5,41,48,55.4,0.0278
1780472262,616,97.790,100.100,104.140,3609.5,39,48,54.3,0.0269
1780472318,617,97.790,99.940,100.360,3609.6,41,48,55.3,0.0261
1780472369,618,97.790,101.760,,3609.5,21,48,51.1,0.0253
1780472422,619,97.790,100.340,,3609.4,20,48,52.7,0.0246
1780472474,620,97.790,100.360,101.420,3609.5,17,48,52.1,0.0238
1780472529,621,97.790,99.840,105.440,3609.6,32,48,55.2,0.0231
