t,dfs,v,steer,angle,width,trackPos,ontrack
47.366,1003.02,22.0895,-0.0596551,0.0310723,12.5842,-0.0948359,1
47.386,1003.47,22.0465,-0.0541486,0.0288067,12.5464,-0.097084,1
47.406,1003.91,22.0038,-0.0452021,0.0262709,12.5038,-0.099144,1
47.426,1004.36,21.9613,-0.0343501,0.0233703,12.4821,-0.100976,1
47.446,1004.8,22.0842,-0.0332549,0.0198561,12.4683,-0.102531,1
47.466,1005.25,22.1882,-0.0333867,0.0160365,12.4527,-0.103786,1
47.486,1005.69,22.1444,-0.0325861,0.0119278,12.4047,-0.104766,1
47.506,1006.14,22.1011,-0.0354235,0.00773132,12.3448,-0.105467,1
47.526,1006.58,22.0584,-0.0469313,0.0035696,12.2857,-0.105879,1
47.546,1007.03,22.0157,-0.0724435,-0.000276208,12.2312,-0.10603,1
47.566,1007.47,21.9724,-0.0955367,-0.00332487,12.1873,-0.105984,1
47.586,1007.92,22.0926,-0.104177,-0.0052588,12.1579,-0.105813,1
47.606,1008.36,22.1951,-0.110955,-0.00620854,12.1409,-0.105521,1
47.626,1008.81,22.1497,-0.105758,-0.00686967,12.1275,-0.105184,1
47.646,1009.26,22.1052,-0.103868,-0.00734425,12.1163,-0.104824,1
47.666,1009.7,22.0611,-0.104986,-0.00788486,12.1054,-0.104415,1
47.686,1010.15,22.0169,-0.110724,-0.00836599,12.0952,-0.103949,1
47.706,1010.59,21.9727,-0.107499,-0.0086627,12.0871,-0.103458,1
47.726,1011.04,22.0884,-0.116256,-0.00889194,12.0797,-0.102921,1
47.746,1011.48,22.1884,-0.115454,-0.00884688,12.0754,-0.102308,1
47.766,1011.93,22.1426,-0.126889,-0.00903249,12.0681,-0.101691,1
47.786,1012.38,22.097,-0.117526,-0.00903559,12.063,-0.101103,1
47.806,1012.82,22.0523,-0.105699,-0.0088644,12.06,-0.100554,1
47.826,1013.26,22.0082,-0.0927665,-0.00884664,12.0551,-0.100012,1
47.846,1013.71,21.9647,-0.0832204,-0.00925338,12.0447,-0.0994123,1
47.866,1014.15,22.0798,-0.0847338,-0.0101933,12.0275,-0.0987066,1
47.886,1014.6,22.1823,-0.0836573,-0.0113813,12.008,-0.0978432,1
47.906,1015.05,22.1376,-0.0891588,-0.013044,11.983,-0.0969022,1
47.926,1015.49,22.0932,-0.101311,-0.014744,11.9576,-0.095885,1
47.946,1015.94,22.0485,-0.105269,-0.0161198,11.936,-0.0948067,1
47.966,1016.38,22.004,-0.12338,-0.0170819,11.9192,-0.0936928,1
47.986,1016.82,21.959,-0.114495,-0.0174497,11.9092,-0.0925547,1
48.006,1017.27,22.0723,-0.111143,-0.0174876,11.9029,-0.091404,1
48.026,1017.71,22.1741,-0.110584,-0.0173854,11.8978,-0.0901438,1
48.046,1018.16,22.1289,-0.111741,-0.01771,11.8878,-0.0888939,1
48.066,1018.6,22.0839,-0.116862,-0.0181017,11.8769,-0.08763,1
48.086,1019.05,22.0389,-0.113913,-0.0183369,11.8678,-0.0863775,1
48.106,1019.49,21.9943,-0.110113,-0.0185134,11.8603,-0.0851288,1
48.126,1019.94,22.1071,-0.121952,-0.0187593,11.8523,-0.0838356,1
48.146,1020.38,22.2082,-0.109183,-0.0186719,11.8477,-0.0824623,1
48.166,1020.83,22.1628,-0.0956438,-0.0189947,11.8385,-0.0810814,1
48.186,1021.28,22.1182,-0.0880466,-0.0197929,11.8229,-0.0796725,1
48.206,1021.72,22.0742,-0.11134,-0.0210119,11.788,-0.0781898,1
48.226,1022.16,22.0291,-0.107916,-0.0220146,11.7573,-0.0766589,1
48.246,1022.61,21.9845,-0.104517,-0.0226423,11.734,-0.0751063,1
48.266,1023.05,22.0981,-0.106514,-0.0231932,11.7118,-0.073494,1
48.286,1023.5,22.2,-0.109452,-0.0235506,11.6929,-0.0717583,1
48.306,1023.94,22.1546,-0.114222,-0.024223,11.6674,-0.0700137,1
48.326,1024.39,22.1091,-0.123016,-0.0249079,11.6401,-0.0682513,1
48.346,1024.83,22.0637,-0.112918,-0.0253332,11.6187,-0.0664991,1
48.366,1025.28,22.019,-0.134896,-0.0256091,11.6001,-0.0647341,1
48.386,1025.72,21.9732,-0.134582,-0.025514,11.5887,-0.0629781,1
48.406,1026.16,22.0833,-0.14595,-0.0249723,11.586,-0.0612424,1
48.426,1026.61,22.1835,-0.149239,-0.02385,11.5944,-0.0594775,1
48.446,1027.05,22.1368,-0.141034,-0.0228583,11.5997,-0.0578181,1
48.466,1027.5,22.0906,-0.142135,-0.0219069,11.6037,-0.0562553,1
48.486,1027.94,22.0446,-0.144657,-0.020936,11.6076,-0.054774,1
48.506,1028.38,21.9986,-0.148492,-0.0197964,11.6143,-0.0533829,1
48.526,1028.82,22.1046,-0.154504,-0.0184511,11.6244,-0.0520452,1
48.546,1029.27,22.2048,-0.143015,-0.0166558,11.6433,-0.0507253,1
48.566,1029.71,22.1587,-0.161499,-0.0154579,11.6513,-0.0495237,1
48.586,1030.16,22.111,-0.157378,-0.0142332,11.6591,-0.048453,1
48.606,1030.6,22.0639,-0.153924,-0.0127232,11.6717,-0.0475286,1
48.626,1031.05,22.0173,-0.145889,-0.0110747,11.6859,-0.0467288,1
48.646,1031.49,21.9713,-0.132081,-0.0094794,11.6974,-0.0460358,1
48.666,1031.93,22.0767,-0.132416,-0.008255,11.7001,-0.0453962,1
48.686,1032.37,22.178,-0.123024,-0.0071069,11.6994,-0.0447235,1
48.706,1032.82,22.1327,-0.132101,-0.00676596,11.6818,-0.0441144,1
48.726,1033.26,22.0864,-0.13287,-0.00665426,11.6582,-0.0435816,1
48.746,1033.71,22.0404,-0.141508,-0.00641668,11.6356,-0.0431188,1
48.766,1034.15,21.9942,-0.150636,-0.00588584,11.6171,-0.0427157,1
48.786,1034.59,22.1009,-0.146512,-0.00501788,11.6049,-0.0423889,1
48.806,1035.04,22.2015,-0.151629,-0.00364327,11.5976,-0.0420456,1
48.826,1035.48,22.1549,-0.142011,-0.00262976,11.5792,-0.0418104,1
48.846,1035.92,22.1084,-0.135257,-0.00174832,11.5557,-0.0416641,1
48.866,1036.37,22.0625,-0.13384,-0.00104177,11.5263,-0.0416107,1
48.886,1036.81,22.0167,-0.131061,-0.000433207,11.4916,-0.0416082,1
48.906,1037.25,21.9713,-0.154828,0.000109553,11.4518,-0.0416234,1
48.926,1037.69,22.0772,-0.154739,0.000998616,11.4129,-0.0417048,1
48.946,1038.14,22.1775,-0.162005,0.00257468,11.3765,-0.0418002,1
48.966,1038.58,22.1305,-0.149543,0.00389767,11.3242,-0.0420354,1
48.986,1039.03,22.0837,-0.127186,0.00511324,11.259,-0.0424074,1
49.006,1039.47,22.0386,-0.112354,0.00572729,11.1783,-0.0428321,1
49.026,1039.91,21.9942,-0.106904,0.00568759,11.0858,-0.0432383,1
49.046,1040.35,22.105,-0.104218,0.00512445,10.9853,-0.043581,1
49.066,1040.8,22.2067,-0.099278,0.0044471,10.8741,-0.0437946,1
49.086,1041.25,22.1618,-0.107132,0.0030998,10.7553,-0.0439727,1
49.106,1041.69,22.1164,-0.111768,0.00164294,10.6329,-0.0441055,1
49.126,1042.13,22.0711,-0.110695,0.000415921,10.5084,-0.0441996,1
49.146,1042.58,22.0262,-0.132899,-0.000602603,10.3808,-0.0442448,1
49.166,1043.02,21.9804,-0.145288,-0.00113904,10.2387,-0.0442708,1
49.186,1043.46,22.0896,-0.141172,-0.000970364,10.0951,-0.0443052,1
49.206,1043.91,22.1907,-0.128535,-0.000201225,9.94941,-0.0443045,1
49.226,1044.35,22.1452,-0.137473,-0.000126362,9.80639,-0.044323,1
49.246,1044.8,22.0991,-0.141376,-0.00023365,9.66672,-0.0443637,1
49.266,1045.24,22.0531,-0.1439,-0.000140667,9.53004,-0.0444342,1
49.286,1045.68,22.0072,-0.150316,0.000251532,9.39613,-0.0445328,1
49.306,1046.12,21.9611,-0.15363,0.000989437,9.26494,-0.0446949,1
49.326,1046.56,22.0654,-0.141223,0.00202739,9.13623,-0.0448977,1
49.346,1047.01,22.1674,-0.158722,0.00328243,9.00936,-0.0450573,1
49.366,1047.45,22.1208,-0.169379,0.00409734,8.88593,-0.0453059,1
49.386,1047.9,22.0729,-0.146987,0.0051502,8.76425,-0.0456886,1
49.406,1048.34,22.027,-0.146943,0.00620377,8.64604,-0.0461655,1
49.426,1048.78,21.9812,-0.143324,0.0071274,8.53164,-0.0467065,1
49.446,1049.23,22.0867,-0.153037,0.00797331,8.42044,-0.0472749,1
49.466,1049.67,22.187,-0.14981,0.00917125,8.31067,-0.0478344,1
49.486,1050.12,22.1407,-0.14117,0.00996637,8.20496,-0.0484937,1
49.506,1050.56,22.0945,-0.14676,0.0105367,8.10292,-0.0492395,1
49.526,1051,22.048,-0.156433,0.0111374,8.09232,-0.0500495,1
49.546,1051.45,22.0012,-0.15589,0.0120515,8.33908,-0.0509472,1
49.566,1051.89,21.9548,-0.163581,0.013261,8.63837,-0.0519314,1
49.586,1052.33,22.0574,-0.180167,0.0147315,9.00058,-0.0530078,1
49.606,1052.77,22.1569,-0.183702,0.0169313,9.42031,-0.0541369,1
49.626,1053.22,22.1092,-0.156397,0.018972,9.87737,-0.0554454,1
49.646,1053.66,22.0626,-0.150616,0.0203599,10.3679,-0.0568994,1
49.666,1054.11,22.0165,-0.148104,0.0213228,10.7322,-0.0584316,1
49.686,1054.55,21.9705,-0.135891,0.0220953,11.0863,-0.0600217,1
49.706,1054.99,22.0752,-0.141722,0.0225849,11.4253,-0.061629,1
49.726,1055.44,22.1765,-0.137189,0.0231863,11.7753,-0.0631898,1
49.746,1055.88,22.1309,-0.126176,0.023188,12.0535,-0.0647933,1
49.766,1056.33,22.0852,-0.119165,0.0227942,12.2144,-0.0664221,1
49.786,1056.77,22.0401,-0.114583,0.0220759,12.5133,-0.0680364,1
49.806,1057.22,21.9954,-0.105023,0.0211345,12.8231,-0.0696061,1
49.826,1057.66,22.1072,-0.107911,0.0197911,13.061,-0.0710863,1
49.846,1058.11,22.2089,-0.111666,0.0181643,12.9212,-0.0723883,1
49.866,1058.55,22.1634,-0.122543,0.0161448,12.7913,-0.0735919,1
49.886,1059,22.1176,-0.118348,0.014286,12.6247,-0.0747223,1
49.906,1059.45,22.0724,-0.128372,0.0126469,12.3183,-0.0757688,1
49.926,1059.89,22.027,-0.120879,0.0112972,11.6141,-0.0767339,1
49.946,1060.33,21.9823,-0.115487,0.0101199,10.9977,-0.0776119,1
49.966,1060.78,22.0933,-0.108656,0.00882459,10.5548,-0.078373,1
49.986,1061.22,22.1954,-0.104121,0.00748402,10.307,-0.0789312,1
50.006,1061.67,22.1506,-0.117256,0.00546271,10.2257,-0.0793718,1
50.026,1062.12,22.1051,-0.124837,0.00313944,10.2404,-0.0797043,1
50.046,1062.56,22.0596,-0.122191,0.00101542,10.2515,-0.0799262,1
50.066,1063.01,22.0147,-0.121402,-0.000818789,10.3001,-0.0800279,1
50.086,1063.45,21.9699,-0.129969,-0.0025329,10.3891,-0.0800069,1
50.106,1063.9,22.0807,-0.124179,-0.00404185,10.5148,-0.0798518,1
50.126,1064.34,22.1821,-0.126215,-0.0052622,10.6774,-0.0795148,1
50.146,1064.79,22.1365,-0.117701,-0.00692892,10.8532,-0.0790749,1
50.166,1065.24,22.0913,-0.120661,-0.00878757,11.0406,-0.0785325,1
50.186,1065.68,22.0462,-0.136124,-0.010674,11.241,-0.0778751,1
50.206,1066.13,22.0004,-0.139785,-0.0121959,11.4667,-0.0771306,1
50.226,1066.57,21.9548,-0.135557,-0.0136987,11.7171,-0.0763003,1
50.246,1067.01,22.063,-0.127584,-0.0150372,11.9997,-0.0753485,1
50.266,1067.46,22.1648,-0.12838,-0.0162696,12.1615,-0.0741755,1
50.286,1067.91,22.1193,-0.125345,-0.0181327,12.149,-0.0728963,1
50.306,1068.35,22.0738,-0.131408,-0.0202321,12.1385,-0.0715065,1
50.326,1068.8,22.0283,-0.135352,-0.0222665,12.1259,-0.0700029,1
50.346,1069.24,21.9827,-0.136201,-0.0240133,12.1137,-0.0683931,1
50.366,1069.68,22.0916,-0.126104,-0.0255044,12.1026,-0.0666567,1
50.386,1070.13,22.193,-0.117992,-0.0268299,11.8547,-0.0646992,1
50.406,1070.58,22.1479,-0.10118,-0.0290419,11.6605,-0.0626106,1
50.426,1071.02,22.1032,-0.10263,-0.0322489,11.5416,-0.0603307,1
50.446,1071.47,22.0585,-0.110767,-0.0357951,11.5079,-0.0578175,1
50.466,1071.91,22.0135,-0.0999138,-0.039242,11.5311,-0.0550874,1
50.486,1072.35,21.9692,-0.11163,-0.0427299,11.5989,-0.0521215,1
50.506,1072.8,22.0835,-0.0938462,-0.0461361,11.7041,-0.0488993,1
50.526,1073.24,22.1852,-0.0884172,-0.0495247,11.8414,-0.0453396,1
50.546,1073.69,22.1405,-0.0916014,-0.0536738,11.9804,-0.0414944,1
50.566,1074.13,22.0959,-0.0794578,-0.0580357,12.0304,-0.0373777,1
50.586,1074.57,22.0521,-0.0642376,-0.0625926,12.0266,-0.0329615,1
50.606,1075.01,22.0089,-0.0615556,-0.0623176,12.0233,-0.0282946,1
50.626,1075.45,21.9657,-0.0478578,-0.058565,12.0206,-0.0238564,1
50.646,1075.89,22.0862,-0.0381246,-0.0552703,12.0183,-0.0196485,1
50.666,1076.33,22.1898,-0.0471109,-0.0524082,12.0165,-0.0155776,1
50.686,1076.78,22.1453,-0.055315,-0.0499213,12.015,-0.011723,1
50.706,1077.22,22.1015,-0.0650964,-0.0472814,12.0134,-0.00812101,1
50.726,1077.66,22.0579,-0.0692539,-0.0442432,12.0118,-0.00479253,1
50.746,1078.1,22.0143,-0.06978,-0.0407988,12.01,-0.0017426,1
50.766,1078.54,21.971,-0.0839892,-0.0371006,12.0083,0.00102274,1
50.786,1078.98,22.0902,-0.0972165,-0.0329996,12.0065,0.0035065,1
50.806,1079.42,22.1925,-0.0823352,-0.0281947,11.9817,0.00570854,1
50.826,1079.87,22.1477,-0.0792357,-0.0235537,11.9807,0.00754595,1
50.846,1080.31,22.1037,-0.0803698,-0.0191699,12.0022,0.00905069,1
50.866,1080.75,22.0599,-0.062782,-0.0148474,12.0013,0.01023,1
50.886,1081.19,22.0167,-0.0451527,-0.0108217,12.0007,0.0111209,1
50.906,1081.63,21.9739,-0.0244569,-0.00748348,12.0003,0.0117867,1
50.926,1082.07,22.0961,-0.0402224,-0.00508416,12.0002,0.0123074,1
50.946,1082.51,22.1992,-0.033502,-0.00290269,12,0.0126913,1
50.966,1082.96,22.1549,-0.0245425,-0.000871181,12,0.0128936,1
50.986,1083.4,22.1116,-0.0328829,0.000868857,12,0.0129332,1
51.006,1083.84,22.0683,-0.0286706,0.00256044,12,0.0128218,1
51.026,1084.28,22.0254,-0.0315844,0.00428206,12.0001,0.0125779,1
51.046,1084.72,21.9826,-0.0344724,0.00603497,12.0002,0.0121934,1
51.066,1085.16,22.1073,-0.0275611,0.00788176,12.0004,0.0116746,1
51.086,1085.61,22.2113,-0.00776554,0.00972843,12.0006,0.0110408,1
51.106,1086.05,22.1672,8.62385e-05,0.0109882,12.0007,0.0103159,1
51.126,1086.49,22.1239,0.0129247,0.0116208,12.0008,0.00955025,1
51.146,1086.94,22.0809,0.0182283,0.011661,12.0008,0.00878461,1
51.166,1087.38,22.038,0.0207997,0.0112038,12.0008,0.00804989,1
51.186,1087.82,21.9952,0.0225201,0.0104303,12.0007,0.00736547,1
51.206,1088.26,22.1239,0.0159284,0.0094173,12.0005,0.00673596,1
51.226,1088.7,22.23,0.0326936,0.00839871,12.0004,0.00614707,1
51.246,1089.15,22.1854,0.0296844,0.00721335,12.0003,0.0056591,1
51.266,1089.59,22.142,0.0031087,0.00568801,12.0002,0.00524799,1
51.286,1090.03,22.0989,-0.00475004,0.00459677,12.0001,0.00490578,1
51.306,1090.47,22.0559,-0.0052862,0.00418693,12.0001,0.00455856,1
51.326,1090.91,22.0129,0.000549715,0.00413668,12.0001,0.00420372,1
51.346,1091.35,21.9702,0.00403996,0.00409395,12.0001,0.00385491,1
51.366,1091.79,22.1008,0.0172211,0.0039323,12.0001,0.00352915,1
51.386,1092.24,22.2072,0.0175499,0.00348455,12.0001,0.00325163,1
51.406,1092.68,22.1628,0.0180596,0.00283712,12,0.00304532,1
51.426,1093.12,22.1195,0.00845984,0.00208646,12,0.0029068,1
51.446,1093.57,22.0765,-0.0121599,0.00148344,12,0.00281088,1
51.466,1094.01,22.0336,-0.0194604,0.00146914,12,0.00269628,1
51.486,1094.45,21.9908,-0.0173798,0.00208944,12,0.00252318,1
51.506,1094.89,22.1172,-0.0117739,0.00297451,12,0.00229637,1
51.526,1095.33,22.2221,0.00358695,0.00384223,12.0001,0.00202235,1
51.546,1095.78,22.1779,0.00891217,0.00431371,12.0001,0.00173338,1
51.566,1096.22,22.1344,0.0105029,0.0043264,12.0001,0.00145833,1
51.586,1096.66,22.0913,0.00382004,0.00405967,12.0001,0.00120719,1
51.606,1097.1,22.0483,0.010123,0.00380266,12.0001,0.000969648,1
51.626,1097.54,22.0054,0.00739087,0.00351894,12.0001,0.0007538,1
51.646,1097.98,21.9626,0.00187411,0.00320411,12.0001,0.000547806,1
51.666,1098.42,22.0915,0.00279585,0.00299495,12.0001,0.000360409,1
51.686,1098.87,22.1966,0.00490939,0.00285769,12,0.000166098,1
51.706,1099.31,22.1522,0.00755526,0.00275236,12,-2.10603e-05,1
51.726,1099.75,22.109,-0.00188131,0.00256258,12,-0.000187794,1
51.746,1100.19,22.0661,-0.015277,0.00249684,12,-0.000347853,1
51.766,1100.64,22.0232,-0.0149625,0.00287533,12,-0.000555913,1
51.786,1101.08,21.9804,-0.014166,0.00359744,12.0001,-0.000821749,1
51.806,1101.52,22.1067,-0.0103327,0.00440389,12.0001,-0.00115124,1
51.826,1101.96,22.2116,0.00662828,0.00516319,12.0002,-0.00150371,1
51.846,1102.4,22.1673,0.00565705,0.00551027,12.0002,-0.001875,1
51.866,1102.85,22.124,0.0111865,0.00549585,12.0002,-0.00222913,1
51.886,1103.29,22.0809,0.000236251,0.00525856,12.0002,-0.0025661,1
51.906,1103.73,22.0379,-0.00494628,0.00509411,12.0002,-0.00290004,1
51.926,1104.17,21.9951,-0.0274058,0.0052101,12.0001,-0.00325624,1
51.946,1104.61,22.1222,-0.0229986,0.00593692,11.9986,-0.00368492,1
51.966,1105.05,22.2273,-0.0143562,0.00711644,12,-0.00420666,1
51.986,1105.5,22.1829,-0.0101674,0.00819325,12.0002,-0.0048039,1
52.006,1105.94,22.1394,-0.00239961,0.00903827,12.0005,-0.00544635,1
52.026,1106.38,22.0962,0.0171637,0.0095917,12.0005,-0.00611472,1
52.046,1106.83,22.0531,0.00975446,0.00954646,12.0005,-0.00676211,1
52.066,1107.27,22.0102,0.0263953,0.00916374,12.0005,-0.00737405,1
52.086,1107.71,21.9673,0.0255012,0.00842124,11.9943,-0.0079325,1
52.106,1108.15,22.0958,0.00593421,0.00728524,11.9839,-0.00840457,1
52.126,1108.59,22.2021,-0.0173287,0.00636995,11.9828,-0.00886806,1
52.146,1109.03,22.1577,-0.011793,0.00636876,11.9806,-0.00935364,1
52.166,1109.48,22.1143,-0.00631273,0.00689507,11.9753,-0.00988722,1
52.186,1109.92,22.0713,0.000344853,0.00743842,11.9697,-0.0104466,1
52.206,1110.36,22.0284,0.00882241,0.00778878,11.9651,-0.0110071,1
52.226,1110.8,21.9856,0.0157476,0.00780076,11.9624,-0.0115466,1
52.246,1111.24,22.1131,0.0331298,0.00738353,11.9622,-0.0120463,1
52.266,1111.68,22.2182,0.0292966,0.00636721,11.9657,-0.0124726,1
52.286,1112.13,22.1738,0.0248993,0.00503284,11.9714,-0.0127908,1
52.306,1112.57,22.1303,0.0192526,0.00360137,11.9777,-0.0130384,1
52.326,1113.01,22.0871,0.0172721,0.00229049,11.983,-0.0131972,1
52.346,1113.45,22.0441,0.0199186,0.00113523,11.9872,-0.0133011,1
52.366,1113.89,22.0012,0.0275264,-3.09944e-06,11.9936,-0.0133202,1
52.386,1114.33,21.9583,0.0333574,-0.00134355,12,-0.0132271,1
52.406,1114.77,22.0897,0.0288146,-0.00296849,12.0001,-0.0130323,1
52.426,1115.22,22.1977,0.0200389,-0.00467408,12.0367,-0.012735,1
52.446,1115.66,22.1534,-0.00348021,-0.00604314,12.0262,-0.0123165,1
52.466,1116.1,22.1101,-0.0163426,-0.00681698,12.0147,-0.011873,1
52.486,1116.55,22.0671,-0.0212887,-0.00681359,12.0003,-0.0114449,1
52.506,1116.99,22.0241,-0.0163749,-0.00624174,12.0002,-0.0110675,1
52.526,1117.43,21.9813,-0.0229319,-0.00549001,12.0123,-0.0107447,1
52.546,1117.87,22.1099,-0.0232189,-0.00455457,12.035,-0.0104685,1
52.566,1118.31,22.216,-0.0160435,-0.00337219,12.0433,-0.0102497,1
52.586,1118.75,22.1717,-0.0162433,-0.00225151,12.0517,-0.0100924,1
52.606,1119.2,22.1283,-0.0164181,-0.00124323,12.0597,-0.00999077,1
52.626,1119.64,22.0851,-0.00178118,-0.000267923,12,-0.00995143,1
52.646,1120.08,22.0421,0.00370981,0.000416875,12,-0.00994849,1
52.666,1120.52,21.9992,0.00020644,0.000681639,12,-0.00995318,1
52.686,1120.96,22.1264,-0.00994723,0.000770211,12,-0.00996145,1
52.706,1121.41,22.2315,-0.0139546,0.00104946,12,-0.00999482,1
52.726,1121.85,22.187,0.00301034,0.00163078,12,-0.0100999,1
52.746,1122.29,22.1435,0.0156535,0.00203884,12,-0.0102216,1
52.766,1122.74,22.1002,0.0230583,0.00189948,12,-0.0103183,1
52.786,1123.18,22.057,0.0213532,0.00123495,12.0242,-0.0103549,1
52.806,1123.62,22.014,0.0177888,0.00030458,12,-0.0103197,1
52.826,1124.06,21.9712,0.0272918,-0.000738382,12,-0.0102375,1
52.846,1124.5,22.1023,0.0180943,-0.00197899,12,-0.0100652,1
52.866,1124.94,22.21,0.0113716,-0.00320756,12.0001,-0.00984391,1
52.886,1125.39,22.1657,0.0067067,-0.00407839,12.0001,-0.00955296,1
52.906,1125.83,22.1223,0.0103609,-0.00474739,12.0001,-0.00923236,1
52.926,1126.27,22.0792,-0.011169,-0.00535548,12.0002,-0.00887259,1
52.946,1126.71,22.0362,-0.020216,-0.00556022,12.0002,-0.00850725,1
52.966,1127.15,21.9933,-0.0202377,-0.00514406,12.0002,-0.00818602,1
52.986,1127.59,22.1223,-0.0255293,-0.0043394,12.0001,-0.00792837,1
53.006,1128.04,22.2285,-0.0198861,-0.00319785,12.0001,-0.0077378,1
53.026,1128.48,22.1841,-0.0118203,-0.00197333,12,-0.00760682,1
53.046,1128.92,22.1407,-0.00501625,-0.000951171,12,-0.00753816,1
53.066,1129.37,22.0975,0.00251456,-0.000243843,12,-0.007502,1
53.086,1129.81,22.0544,0.0201866,9.28044e-05,12,-0.00746687,1
53.106,1130.25,22.0113,0.0145706,-0.000166476,12,-0.00740306,1
53.126,1130.69,21.9685,0.0154384,-0.000774562,12,-0.00728289,1
53.146,1131.13,22.097,0.00978335,-0.00147426,12,-0.00712323,1
53.166,1131.57,22.2029,-0.00261476,-0.00213307,12,-0.00694338,1
53.186,1132.02,22.1586,-0.00331003,-0.00236422,12,-0.00676092,1
53.206,1132.46,22.1152,0.00792329,-0.00228173,12,-0.00659736,1
53.226,1132.9,22.0722,-0.0201149,-0.00230062,12,-0.00641974,1
53.246,1133.34,22.0291,0.000475842,-0.00193924,12,-0.00625197,1
53.266,1133.78,21.9864,0.00113682,-0.00146538,12,-0.00613769,1
53.286,1134.22,22.1129,-0.00153904,-0.00127506,12,-0.0060335,1
53.306,1134.67,22.2182,0.00658586,-0.00113899,12,-0.00593241,1
53.326,1135.11,22.1739,-0.000850697,-0.00112015,12,-0.00582472,1
53.346,1135.55,22.1305,0.00352387,-0.00111639,12,-0.00571148,1
53.366,1136,22.0874,-0.00291575,-0.00111216,12,-0.00559934,1
53.386,1136.44,22.0444,-0.00301031,-0.00103241,12,-0.00550143,1
53.406,1136.88,22.0015,0.00328856,-0.000828862,12,-0.00542275,1
53.426,1137.32,21.9588,0.0183831,-0.000706017,12,-0.00534526,1
53.446,1137.76,22.0862,0.0104619,-0.00104433,12,-0.00522431,1
53.466,1138.2,22.1915,0.00383946,-0.00160778,12,-0.00507665,1
53.486,1138.64,22.1472,-0.00284358,-0.00194031,12,-0.0049185,1
53.506,1139.09,22.104,0.00849676,-0.00198811,12,-0.00475486,1
53.526,1139.53,22.061,-0.00279115,-0.00205564,12,-0.00458447,1
53.546,1139.97,22.0182,0.00624955,-0.00205642,12,-0.00441496,1
53.566,1140.41,21.9754,0.0122213,-0.00206906,12,-0.0042429,1
53.586,1140.85,22.103,0.0136488,-0.00237083,12,-0.00404453,1
53.606,1141.29,22.2084,0.0284724,-0.00291276,11.9996,-0.00381939,1
53.626,1141.74,22.1641,0.0180869,-0.00375271,11.9841,-0.00349887,1
53.646,1142.18,22.1207,0.00456913,-0.00478876,11.9461,-0.00311708,1
53.666,1142.62,22.0777,9.37121e-06,-0.00558048,11.9103,-0.00269723,1
53.686,1143.06,22.0347,-0.00477504,-0.00600898,11.8951,-0.00227451,1
53.706,1143.5,21.9919,0.00561723,-0.00613266,11.8831,-0.00185951,1
53.726,1143.94,22.122,0.0129682,-0.00628275,11.8661,-0.0014325,1
53.746,1144.39,22.2287,0.0116248,-0.00667793,11.8444,-0.000960509,1
53.766,1144.83,22.1843,0.00872117,-0.00713956,11.8215,-0.000425736,1
53.786,1145.27,22.1408,0.00153601,-0.00756979,11.7994,0.000137806,1
53.806,1145.72,22.0977,-0.0225413,-0.00781685,11.7811,0.000718435,1
53.826,1146.16,22.0546,-0.0114395,-0.00740135,11.7721,0.00125774,1
53.846,1146.6,22.0117,-0.0126329,-0.00664163,11.7681,0.00172544,1
53.866,1147.04,21.969,-0.0231297,-0.00587624,11.7648,0.00215316,1
53.886,1147.48,22.0953,-0.0147993,-0.00488883,11.7661,0.00250928,1
53.906,1147.92,22.2002,-0.00574799,-0.00382358,11.7701,0.00282089,1
53.926,1148.37,22.1561,-0.014027,-0.00305033,11.7697,0.00308172,1
53.946,1148.81,22.113,-0.00599391,-0.00234425,11.7686,0.00329185,1
53.966,1149.25,22.07,-0.00844125,-0.00170785,11.7666,0.00346065,1
53.986,1149.69,22.0272,-0.0205212,-0.00115883,11.7623,0.00358526,1
54.006,1150.13,21.9844,-0.0204045,-0.000344336,11.7642,0.00362515,1
54.026,1150.57,22.1105,-0.015712,0.000710249,11.7723,0.00358868,1
54.046,1151.02,22.2154,-0.0168941,0.00178266,11.7812,0.0034972,1
54.066,1151.46,22.1711,-0.0170742,0.00278366,11.7887,0.00331966,1
54.086,1151.9,22.1278,-0.0031741,0.00377482,11.7963,0.00309189,1
54.106,1152.34,22.0848,0.0139289,0.00449389,11.796,0.00280293,1
54.126,1152.79,22.0418,0.0159241,0.00458604,11.7769,0.00252064,1
54.146,1153.23,21.9991,0.0108997,0.00417554,11.7435,0.0022881,1
54.166,1153.67,22.1273,0.0047925,0.00362331,11.7071,0.00208457,1
54.186,1154.11,22.2333,-0.00524569,0.00318652,11.6749,0.00188986,1
54.206,1154.56,22.1891,-0.00417832,0.0031386,11.6526,0.00167274,1
54.226,1155,22.1458,-0.00722608,0.00333452,11.6359,0.00143639,1
54.246,1155.44,22.1029,0.0123316,0.00367099,11.622,0.00117803,1
54.266,1155.88,22.0601,0.00746987,0.00371456,11.6017,0.000932932,1
54.286,1156.32,22.0173,-0.000346556,0.00349259,11.5764,0.000708898,1
54.306,1156.76,21.9746,0.0068715,0.00338858,11.5543,0.00049146,1
54.326,1157.2,22.1022,0.014643,0.00324458,11.5323,0.000275532,1
54.346,1157.65,22.2081,0.0109381,0.00281936,11.5077,0.000104984,1
