t,dfs,v,steer,angle,width,trackPos,ontrack
84.666,1828.46,22.1797,0.0226177,-0.00406098,11.9951,-0.0093623,1
84.688,1828.94,22.128,0.0149476,-0.00484228,11.9842,-0.00893346,1
84.71,1829.43,22.0763,0.0156315,-0.00573778,11.9703,-0.00842929,1
84.732,1829.91,22.0247,0.00859548,-0.00657964,11.9567,-0.00787203,1
84.754,1830.4,21.9733,0.00109879,-0.00725031,11.9455,-0.00726128,1
84.776,1830.88,22.1167,0.00465818,-0.00756955,11.9386,-0.00663797,1
84.798,1831.37,22.2224,0.0150952,-0.00774789,11.9336,-0.00601069,1
84.82,1831.86,22.1691,0.0121625,-0.00814795,11.9269,-0.00531062,1
84.842,1832.35,22.1171,0.0286914,-0.00870538,11.9198,-0.00456436,1
84.864,1832.83,22.0653,0.0217209,-0.00967836,11.9112,-0.00372895,1
84.886,1833.32,22.0138,0.0167933,-0.0109725,11.9041,-0.00279673,1
84.908,1833.8,21.9626,-0.00916032,-0.0122359,11.9017,-0.00178258,1
84.93,1834.29,22.1094,-0.00412893,-0.0127273,11.9036,-0.000763098,1
84.952,1834.77,22.2173,-0.014861,-0.0126028,11.906,0.000246366,1
84.974,1835.26,22.1642,-0.00559189,-0.0120957,11.9082,0.00122126,1
84.996,1835.75,22.1125,-0.0104591,-0.0114903,11.9101,0.00215499,1
85.018,1836.23,22.0611,-0.0228159,-0.0108862,11.912,0.00306257,1
85.04,1836.72,22.0101,-0.0232473,-0.00989509,11.9135,0.00389433,1
85.062,1837.2,21.9589,-0.00377531,-0.00856447,11.9155,0.00459909,1
85.084,1837.69,22.0986,-0.00938704,-0.00758314,11.9178,0.00528081,1
85.106,1838.18,22.2042,-0.00464084,-0.00684905,11.9198,0.00595967,1
85.128,1838.66,22.1513,-0.0160753,-0.00630593,11.9216,0.0065527,1
85.15,1839.15,22.0996,-0.0344676,-0.00562119,11.9278,0.00709136,1
85.172,1839.64,22.0479,-0.0348184,-0.00428629,12.0001,0.00746719,1
85.194,1840.12,21.9965,-0.0322136,-0.00240803,12,0.0076731,1
85.216,1840.61,22.137,-0.00861587,-0.000362873,12,0.00774097,1
85.238,1841.09,22.2406,-0.00753741,0.00123954,12,0.00777737,1
85.26,1841.58,22.1876,-0.00856334,0.00212955,12,0.00772786,1
85.282,1842.07,22.1359,-0.00992856,0.00281382,12,0.00760992,1
85.304,1842.56,22.0844,0.0077597,0.00348496,12.0001,0.00743127,1
85.326,1843.04,22.0331,-0.00600239,0.00374579,12.0001,0.00721828,1
85.348,1843.53,21.9821,-0.0180052,0.00393128,12.0001,0.00700108,1
85.37,1844.01,22.1216,-0.0127719,0.00463152,12.0001,0.00669583,1
85.392,1844.5,22.2297,0.0166719,0.00561523,12.0002,0.00632278,1
85.414,1844.99,22.1769,0.0198636,0.00580788,12.0002,0.00595069,1
85.436,1845.48,22.1251,0.00182652,0.00522542,11.9921,0.00563908,1
85.458,1845.96,22.0739,0.0221006,0.00475144,11.9662,0.00535901,1
85.48,1846.45,22.0226,0.0208029,0.00411057,11.9615,0.00508928,1
85.502,1846.93,21.9716,0.00486566,0.003124,11.9612,0.00493034,1
85.524,1847.41,22.1167,-0.000263429,0.00242996,11.9618,0.00479817,1
85.546,1847.9,22.2224,-0.00888306,0.00219154,11.9594,0.00464137,1
85.568,1848.39,22.1695,-0.00914231,0.00237679,11.9553,0.00449236,1
85.59,1848.88,22.1181,-0.0171419,0.00284505,11.9497,0.00428899,1
85.612,1849.36,22.0668,-0.00933616,0.00360513,11.9431,0.00404541,1
85.634,1849.85,22.0158,-0.0107029,0.00440884,11.9375,0.00373403,1
85.656,1850.33,21.9649,-0.0173006,0.00515699,11.9336,0.00338101,1
85.678,1850.82,22.1072,-0.00974407,0.00609231,11.9308,0.00295448,1
85.7,1851.31,22.2121,-0.00395806,0.0070684,11.9303,0.00248877,1
85.722,1851.79,22.1596,0.00111932,0.00767994,11.9314,0.0019594,1
85.744,1852.28,22.1082,-0.00479438,0.00798559,11.9327,0.0014112,1
85.766,1852.77,22.057,-0.000799456,0.00826144,11.9334,0.000837247,1
85.788,1853.25,22.0061,0.0263376,0.0085299,11.9341,0.000237385,1
85.81,1853.73,21.9551,0.0372397,0.00808334,11.9351,-0.000295083,1
85.832,1854.22,22.0996,0.0268507,0.00670028,11.9371,-0.000721375,1
85.854,1854.71,22.205,0.0260969,0.00504875,11.9367,-0.00103545,1
85.876,1855.2,22.1523,0.0171674,0.00343609,11.94,-0.0012482,1
85.898,1855.68,22.1011,0.0131935,0.00202155,11.9477,-0.00136463,1
85.92,1856.17,22.0501,0.0153848,0.000891447,11.9581,-0.0014201,1
85.942,1856.65,21.9994,0.0121527,-0.00013566,11.9713,-0.00140802,1
85.964,1857.14,22.1464,0.000272065,-0.00102568,11.9866,-0.00131877,1
85.986,1857.63,22.2544,0.00128748,-0.00147748,11.9989,-0.00119567,1
86.008,1858.12,22.2016,-0.00309209,-0.00158501,12,-0.00105151,1
86.03,1858.6,22.1501,-0.0112018,-0.00149488,12,-0.00089709,1
86.052,1859.09,22.0991,-0.00852196,-0.00108361,12,-0.000761429,1
86.074,1859.58,22.048,-0.00347763,-0.000479937,12,-0.000673056,1
86.096,1860.06,21.9971,0.00469624,1.09673e-05,12,-0.000603199,1
86.118,1860.54,22.1399,0.00173451,0.000185013,12,-0.000513713,1
86.14,1861.03,22.2451,0.00972463,0.000233412,12,-0.000434399,1
86.162,1861.52,22.1922,0.0131674,4.24385e-05,12,-0.0003256,1
86.184,1862.01,22.1408,0.0172536,-0.000407696,12,-0.000185172,1
86.206,1862.5,22.0897,0.0221407,-0.00108671,12,8.74201e-06,1
86.228,1862.98,22.0388,0.014643,-0.00202703,12,0.000284274,1
86.25,1863.47,21.9881,0.0106535,-0.00296688,12,0.000628154,1
86.272,1863.95,22.1326,0.00824751,-0.00369692,12.0001,0.00102019,1
86.294,1864.44,22.2392,-0.00276257,-0.00422597,12.0001,0.00143806,1
86.316,1864.93,22.1866,-0.00434424,-0.00439882,12.0001,0.00187214,1
86.338,1865.42,22.1353,-0.00130173,-0.00425625,12.0001,0.00227928,1
86.36,1865.9,22.0842,-0.0227961,-0.00405407,12.0001,0.00267498,1
86.382,1866.39,22.0333,-0.00222407,-0.00334287,12.0001,0.00299414,1
86.404,1866.87,21.9826,-0.00935649,-0.00262141,12,0.00328779,1
86.426,1867.36,22.1248,-0.0203781,-0.00203061,12,0.00355077,1
86.448,1867.85,22.2302,-0.0120596,-0.00107098,12,0.00376042,1
86.47,1868.33,22.1776,0.00231224,-0.000139952,11.9998,0.00388455,1
86.492,1868.82,22.1263,0.00844313,0.000361204,12,0.0039684,1
86.514,1869.31,22.0753,0.00460889,0.000375986,12,0.00406226,1
86.536,1869.79,22.0245,0.0215587,0.000211954,12,0.00417344,1
86.558,1870.28,21.9738,0.0154786,-0.000374556,12,0.0043451,1
86.58,1870.76,22.1187,0.00159803,-0.00118971,12,0.00456516,1
86.602,1871.25,22.2247,0.00191504,-0.00166273,12,0.00482575,1
86.624,1871.74,22.1722,0.00570631,-0.00184321,12,0.00506536,1
86.646,1872.23,22.1211,-0.00539505,-0.00201058,12,0.00532206,1
86.668,1872.71,22.0702,-0.0145588,-0.00197029,12,0.00557582,1
86.69,1873.2,22.0194,-0.0201396,-0.00144291,12,0.00578109,1
86.712,1873.68,21.9686,-0.0116608,-0.000468731,12,0.00588814,1
86.734,1874.16,22.1102,-0.0189429,0.000564575,12,0.00594338,1
86.756,1874.65,22.2156,-0.0125105,0.00171447,12,0.00594529,1
86.778,1875.14,22.1631,-0.0083138,0.00271416,12,0.00586152,1
86.8,1875.63,22.1118,-0.00345451,0.00348043,12.0001,0.00570885,1
86.822,1876.11,22.0609,0.0059374,0.00399399,12.0001,0.00552305,1
86.844,1876.6,22.0102,0.00485103,0.00414038,12.0001,0.00533303,1
86.866,1877.08,21.9596,0.00221329,0.0040524,12.0001,0.0051531,1
86.888,1877.57,22.1037,0.00135618,0.00399685,12.0001,0.00497834,1
86.91,1878.05,22.2093,0.0104179,0.00405264,12.0001,0.0047791,1
86.932,1878.54,22.1568,0.012466,0.00387502,12.0001,0.00460227,1
86.954,1879.03,22.1057,0.016384,0.00344753,12.0001,0.00445708,1
86.976,1879.52,22.0548,0.0169793,0.00281382,12,0.00437236,1
86.998,1880,22.0042,0.0190214,0.0020237,12,0.00434232,1
87.02,1880.48,21.9537,0.0190401,0.00111723,12,0.00438587,1
87.042,1880.97,22.0985,0.0336331,0.000138283,12,0.00449228,1
87.064,1881.46,22.2049,0.0255206,-0.00121021,12,0.00470352,1
87.086,1881.94,22.1525,0.00579523,-0.00281024,12,0.00505201,1
87.108,1882.43,22.1016,-0.000986365,-0.00397825,12.0001,0.00546829,1
87.13,1882.92,22.0509,-0.000315841,-0.00453305,12.0001,0.00589458,1
87.152,1883.4,22.0003,0.00405272,-0.0047915,12.0001,0.00632381,1
87.174,1883.88,21.9499,-0.00753904,-0.00506067,11.9827,0.00678476,1
87.196,1884.37,22.0963,-0.023238,-0.00501251,11.9632,0.00725094,1
87.218,1884.86,22.2037,-0.0153767,-0.00422239,11.9266,0.00767088,1
87.24,1885.34,22.1512,-0.003159,-0.00322556,11.8838,0.00801937,1
87.262,1885.83,22.1001,-0.00579856,-0.0025394,11.848,0.00833495,1
87.284,1886.32,22.0493,-0.00930788,-0.00205493,11.8175,0.00863179,1
87.306,1886.8,21.9986,-0.0155897,-0.00150752,11.7878,0.00887426,1
87.328,1887.29,22.142,-0.0122929,-0.000688553,11.7558,0.00907151,1
87.35,1887.77,22.2466,-0.0135018,0.000291586,11.7235,0.00920232,1
87.372,1888.26,22.1939,-0.0188852,0.00115752,11.6955,0.00928235,1
87.394,1888.75,22.1424,-0.0178866,0.00215268,11.6684,0.00924269,1
87.416,1889.24,22.0911,-0.0277921,0.00326943,11.645,0.00912007,1
87.438,1889.72,22.0398,-0.0352775,0.00467038,11.6375,0.00884883,1
87.46,1890.21,21.9887,-0.0247812,0.00650406,11.6719,0.00846593,1
87.482,1890.69,22.1299,-0.022601,0.00838423,11.8379,0.00794466,1
87.504,1891.18,22.2334,-0.0224719,0.0101662,12.0006,0.00732716,1
87.526,1891.67,22.1804,-0.0203085,0.0116293,12.0008,0.0065879,1
87.548,1892.16,22.1288,-0.00766082,0.0129523,12.001,0.00569296,1
87.57,1892.64,22.0776,0.00568376,0.0139494,12.0012,0.00475089,1
87.592,1893.13,22.0266,0.019974,0.0143349,12.0012,0.00377591,1
87.614,1893.61,21.9757,0.0172629,0.0139647,12.0012,0.00286126,1
87.636,1894.1,22.1207,0.020482,0.0132062,12.001,0.00198086,1
87.658,1894.58,22.2258,0.0270991,0.0123165,12.0009,0.00116213,1
87.68,1895.07,22.173,0.0257503,0.0110896,12.0007,0.000438531,1
87.702,1895.56,22.1217,0.0140255,0.00957394,12.0006,-0.000210921,1
87.724,1896.05,22.0707,0.0249953,0.00824738,12.0004,-0.000764132,1
87.746,1896.53,22.0196,0.0187769,0.00690269,11.9991,-0.00120664,1
87.768,1897.02,21.9689,0.0191369,0.0055263,12.0002,-0.00156681,1
87.79,1897.5,22.1167,0.0222783,0.00428843,12.0001,-0.00182843,1
87.812,1897.99,22.2248,0.019183,0.00309205,12,-0.00200693,1
87.834,1898.48,22.1721,0.0101192,0.0019145,12,-0.00206256,1
87.856,1898.96,22.1209,0.0168155,0.000905752,11.9873,-0.00205016,1
87.878,1899.45,22.0698,-0.00338809,-7.77245e-05,11.9419,-0.00197021,1
87.9,1899.93,22.019,0.00840626,-0.000683069,11.8928,-0.00184425,1
87.922,1900.42,21.9684,0.010866,-0.00111437,11.8428,-0.00168649,1
87.944,1900.9,22.1148,0.00475448,-0.00166845,11.7692,-0.00147327,1
87.966,1901.39,22.2224,0.0028067,-0.00207925,11.6796,-0.00119829,1
87.988,1901.88,22.1697,0.00303433,-0.00229287,11.5921,-0.000908454,1
88.01,1902.37,22.1184,-0.00456003,-0.00241494,11.5109,-0.00059247,1
88.032,1902.85,22.0674,-0.00655099,-0.00231004,11.4386,-0.000289281,1
88.054,1903.34,22.0164,-0.0033346,-0.0019486,11.3834,-5.00679e-06,1
88.076,1903.82,21.9655,-0.00999656,-0.00156355,11.3642,0.000260671,1
88.098,1904.31,22.1107,-0.00416925,-0.0010519,11.4437,0.000488758,1
88.12,1904.79,22.214,0.00569646,-0.000487566,12.9581,0.000713984,1
88.142,1905.28,22.1612,0.0135412,-0.000328541,12.8587,0.000925223,1
88.164,1905.77,22.1099,0.0263139,-0.000631809,12.8265,0.00115387,1
88.186,1906.25,22.0588,0.0312584,-0.00148511,12.7954,0.00146461,1
88.208,1906.74,22.0079,0.0488062,-0.00288892,12.7064,0.00187898,1
88.23,1907.22,21.9569,0.0755017,-0.00508022,12.6261,0.00247598,1
88.252,1907.71,22.1043,0.0887825,-0.00842977,12.5579,0.00332308,1
88.274,1908.2,22.2129,0.0904212,-0.0128403,12.5002,0.00447639,1
88.296,1908.68,22.1594,0.0961987,-0.017628,12.4457,0.00603342,1
88.318,1909.17,22.1074,0.0902487,-0.0228167,12.3949,0.00798925,1
88.34,1909.66,22.056,0.0883061,-0.0281854,12.3453,0.0103654,1
88.362,1910.14,22.0047,0.0895477,-0.0335417,12.3566,0.013127,1
88.384,1910.62,21.9536,0.08722,-0.0389333,12.3817,0.0162936,1
88.406,1911.11,22.1004,0.085982,-0.0443752,12.3774,0.0198613,1
88.428,1911.59,22.2163,0.0764955,-0.0498557,12.3312,0.0238074,1
88.45,1912.08,22.1637,0.0545828,-0.0546401,12.2729,0.0281785,1
88.472,1912.57,22.113,0.0608343,-0.0587058,12.2049,0.0328911,1
88.494,1913.05,22.0622,0.0665912,-0.0624237,12.1326,0.037916,1
88.516,1913.54,22.0114,0.0582147,-0.0662913,12.061,0.0432752,1
88.538,1914.02,21.9612,0.0620385,-0.0701048,11.9826,0.0489113,1
88.56,1914.5,22.1087,0.0523063,-0.0738914,11.8421,0.054869,1
88.582,1914.99,22.2227,0.0439926,-0.0775428,11.699,0.0611189,1
88.604,1915.48,22.171,0.027308,-0.0805311,11.5487,0.0676286,1
88.626,1915.96,22.1207,0.0223993,-0.0828969,11.3929,0.0743357,1
88.648,1916.45,22.0708,0.0324727,-0.0847075,11.2333,0.0812109,1
88.67,1916.93,22.0206,0.0399282,-0.0865145,11.077,0.0881906,1
88.692,1917.41,21.9704,0.038435,-0.0843229,10.9284,0.095328,1
88.714,1917.9,22.1193,0.0481563,-0.0720558,10.7837,0.101793,1
88.736,1918.4,22.2288,0.0541855,-0.0598969,10.6435,0.107321,1
88.758,1918.9,22.1766,0.0753518,-0.0479493,10.5093,0.111886,1
88.78,1919.4,22.1244,0.0847376,-0.0367732,10.386,0.115587,1
88.802,1919.89,22.0721,0.0906738,-0.0264382,10.2736,0.118446,1
88.824,1920.39,22.02,0.0962792,-0.0167086,10.1693,0.120522,1
88.846,1920.88,21.9679,0.102577,-0.00741768,10.071,0.121835,1
88.868,1921.38,22.1256,0.111986,0.00149035,9.97794,0.122406,1
88.89,1921.88,22.23,0.114477,0.0100851,9.88952,0.122183,1
88.912,1922.38,22.1751,0.112292,0.0187962,9.80352,0.121295,1
88.934,1922.87,22.122,0.115091,0.0273232,9.70337,0.119732,1
88.956,1923.37,22.0688,0.115503,0.0355599,9.59109,0.117505,1
88.978,1923.86,22.0158,0.118558,0.0434954,9.48085,0.114641,1
89,1924.36,21.964,0.120187,0.0510833,9.37301,0.111139,1
89.022,1924.85,22.1088,0.132217,0.0583174,9.26684,0.106985,1
89.044,1925.35,22.2248,0.145887,0.0651302,9.15953,0.10212,1
89.066,1925.84,22.1682,0.171623,0.072052,9.05064,0.0967433,1
89.088,1926.34,22.1107,0.186138,0.0782077,8.94476,0.0909551,1
89.11,1926.83,22.0535,0.197747,0.0833683,8.84122,0.0848179,1
89.132,1927.32,21.996,0.210294,0.0875564,8.73919,0.0783552,1
89.154,1927.81,22.1447,0.220158,0.0906568,8.63526,0.0715377,1
89.176,1928.3,22.2542,0.238,0.0927277,8.52873,0.0642681,1
89.198,1928.8,22.1926,0.260523,0.0949876,8.41105,0.0568453,1
89.22,1929.29,22.1297,0.276003,0.0964849,8.28337,0.0493539,1
89.242,1929.77,22.066,0.300072,0.0967476,8.14908,0.041818,1
89.264,1930.26,22.0005,0.29748,0.0957384,8.00696,0.0343005,1
89.286,1930.74,21.9356,0.303669,0.0937734,7.85729,0.0268472,1
89.308,1931.23,22.0598,0.310393,0.09094,7.70836,0.0194092,1
89.33,1931.71,22.1579,0.324895,0.0871713,7.56653,0.0118281,1
89.352,1932.2,22.0932,0.338527,0.0843024,7.43565,0.00445747,1
89.374,1932.68,22.0221,0.336356,0.081408,7.31406,-0.00264867,1
89.396,1933.16,21.9512,0.340123,0.0780046,7.20034,-0.00949923,1
89.418,1933.64,22.061,0.350761,0.0737412,7.09289,-0.0161743,1
89.44,1934.13,22.1498,0.357546,0.0684373,6.99022,-0.0228405,1
89.462,1934.61,22.0835,0.369166,0.0640483,6.89648,-0.0291964,1
89.484,1935.09,22.0075,0.374094,0.0597823,6.81006,-0.035195,1
89.506,1935.57,21.9308,0.374822,0.0550425,6.72941,-0.0408243,1
89.528,1936.05,22.0258,0.384655,0.0494459,6.65318,-0.0461909,1
89.55,1936.53,22.1059,0.39554,0.0428269,6.75801,-0.0514151,1
89.572,1937.01,22.0377,0.391191,0.0370994,7.10483,-0.0562414,1
89.594,1937.49,21.956,0.387797,0.0312514,7.66133,-0.0605996,1
89.616,1937.97,22.0406,0.3719,0.024693,8.53649,-0.0645707,1
89.638,1938.45,22.1165,0.371825,0.0172982,9.97394,-0.0683575,1
89.66,1938.93,22.051,0.373011,0.0110776,11.4382,-0.0717163,1
89.682,1939.4,21.9693,0.373103,0.00526428,12.451,-0.074632,1
89.704,1939.88,22.0512,0.357763,-0.000884056,13.0858,-0.0771701,1
89.726,1940.36,22.1306,0.354647,-0.00748777,12.1651,-0.0794741,1
89.748,1940.84,22.0648,0.354359,-0.0125678,11.455,-0.0813141,1
89.77,1941.32,21.9831,0.354344,-0.0171423,10.9107,-0.0826918,1
89.792,1941.79,22.0642,0.344174,-0.0221469,11.0435,-0.0836697,1
89.814,1942.27,22.1443,0.315059,-0.0280584,11.6906,-0.0844288,1
89.836,1942.75,22.082,0.305132,-0.0331653,12.1376,-0.0847384,1
89.858,1943.23,22.0025,0.29423,-0.0380262,12.1048,-0.0845776,1
89.88,1943.71,21.9236,0.274745,-0.0429242,11.9764,-0.083985,1
89.902,1944.18,22.0127,0.257555,-0.0480216,11.6097,-0.083058,1
89.924,1944.66,22.1118,0.24773,-0.0536044,11.941,-0.0819708,1
89.946,1945.14,22.0631,0.216459,-0.0571445,12.0186,-0.0805016,1
89.968,1945.62,21.9916,0.195258,-0.0587395,12.0095,-0.0786394,1
89.99,1946.1,22.1076,0.162628,-0.0593227,11.9546,-0.0764777,1
90.012,1946.58,22.2235,0.14555,-0.0596526,12.0006,-0.0742772,1
90.034,1947.06,22.1755,0.13141,-0.0574191,12,-0.0718912,1
90.056,1947.54,22.1141,0.0989217,-0.0536817,12.0009,-0.0694002,1
90.078,1948.02,22.0558,0.0888805,-0.0485328,11.6741,-0.066906,1
90.1,1948.5,21.9997,0.0744629,-0.0418823,11.8375,-0.0645618,1
90.122,1948.98,22.1409,0.0637417,-0.0355743,12.0076,-0.0625544,1
90.144,1949.47,22.2602,0.0595574,-0.0414208,12.0103,-0.0603489,1
90.166,1949.96,22.207,0.0440627,-0.045523,11.975,-0.0574458,1
90.188,1950.45,22.1545,0.0232889,-0.0487121,11.9152,-0.0539775,1
90.21,1950.93,22.1037,-0.00425472,-0.0509904,11.8625,-0.0501347,1
90.232,1951.42,22.0533,-0.0150036,-0.0520871,11.857,-0.0460813,1
90.254,1951.9,22.0029,-0.029254,-0.0521081,11.8288,-0.041983,1
90.276,1952.39,21.9523,-0.0284059,-0.0512422,11.8087,-0.0378849,1
90.298,1952.87,22.0954,-0.0284169,-0.0498222,11.817,-0.0338361,1
90.32,1953.36,22.2035,-0.0436475,-0.0481132,11.8339,-0.0298009,1
90.342,1953.84,22.1507,-0.059583,-0.0460599,11.871,-0.0259024,1
90.364,1954.33,22.0986,-0.0490958,-0.043299,11.9963,-0.0222217,1
90.386,1954.82,22.0471,-0.0408343,-0.0402482,11.9714,-0.0187989,1
90.408,1955.3,21.996,-0.0451733,-0.0374144,11.9808,-0.015562,1
90.43,1955.78,22.1381,-0.0305308,-0.0346778,11.9764,-0.0125134,1
90.452,1956.27,22.2393,-0.0258968,-0.0321129,11.9882,-0.00958331,1
90.474,1956.76,22.1864,-0.0280801,-0.0301755,11.9894,-0.00680868,1
90.496,1957.25,22.1348,-0.0434187,-0.028456,11.9188,-0.00420133,1
90.518,1957.73,22.0831,-0.0476164,-0.0263727,11.8421,-0.00179823,1
90.54,1958.22,22.0319,-0.0431306,-0.0237554,11.7731,0.000367085,1
90.562,1958.7,21.9806,-0.043141,-0.0209368,12.0026,0.00230455,1
90.584,1959.19,22.1178,-0.0399555,-0.0181344,12.002,0.00403897,1
90.606,1959.68,22.2226,-0.0376625,-0.0153154,12.0014,0.00563137,1
90.628,1960.16,22.1693,-0.0339703,-0.0128539,12.001,0.00700156,1
90.65,1960.65,22.1172,-0.0175651,-0.0106509,12.0007,0.00816099,1
90.672,1961.14,22.0658,-0.032715,-0.00892192,12.0005,0.00917451,1
90.694,1961.62,22.0143,-0.0369419,-0.00720245,12.0003,0.0100239,1
90.716,1962.11,21.9629,-0.0267409,-0.00513107,11.9666,0.0106808,1
90.738,1962.59,22.105,-0.0155153,-0.00312597,11.9114,0.0111912,1
90.76,1963.08,22.2072,-0.00636817,-0.00147564,11.8421,0.0116367,1
90.782,1963.57,22.1543,-0.0161077,-0.000482861,11.7923,0.0119821,1
90.804,1964.05,22.1025,-0.0213591,0.000354942,11.7469,0.0122186,1
90.826,1964.54,22.051,-0.0136821,0.00144928,11.6963,0.012346,1
90.848,1965.02,21.9997,-0.0116276,0.00257176,11.6477,0.0123796,1
90.87,1965.51,22.1427,-0.0022351,0.00350684,11.6083,0.0123505,1
90.892,1966,22.2461,-0.0182978,0.0041539,11.5748,0.0123049,1
90.914,1966.49,22.1929,-0.015099,0.00490349,11.5419,0.0121608,1
90.936,1966.97,22.1409,-0.00360076,0.00583332,11.5097,0.0119079,1
90.958,1967.46,22.0892,-0.000121201,0.00655335,11.4819,0.0116128,1
90.98,1967.95,22.0376,0.00817532,0.00695437,11.458,0.0112726,1
91.002,1968.43,21.9863,0.0164412,0.00699824,11.4386,0.010932,1
91.024,1968.92,22.1308,0.0217554,0.00652712,11.4218,0.0106324,1
91.046,1969.4,22.2352,0.0297329,0.00562018,11.4065,0.0104198,1
91.068,1969.89,22.1824,0.0281022,0.00438469,11.3938,0.0102928,1
91.09,1970.38,22.1308,0.0141101,0.00279587,11.3868,0.0102708,1
91.112,1970.87,22.0796,0.00202179,0.00143069,11.3818,0.010324,1
91.134,1971.35,22.0282,-0.00173821,0.000660594,11.3698,0.0104121,1
91.156,1971.84,21.9769,-0.00569578,0.000381168,11.3529,0.0105317,1
91.178,1972.32,22.1226,-0.00664174,0.000408824,11.3354,0.0106369,1
91.2,1972.81,22.2292,-0.00915719,0.000683483,11.3215,0.0107238,1
91.222,1973.3,22.176,-0.0034713,0.00122135,11.318,0.0107675,1
91.244,1973.78,22.1236,-0.00136259,0.00168293,11.33,0.0107927,1
91.266,1974.27,22.0715,-0.0140506,0.00197953,11.361,0.0108092,1
91.288,1974.76,22.02,-0.0200918,0.00251358,11.4707,0.0107788,1
91.31,1975.24,21.9684,-0.0123941,0.0034911,12.0001,0.0106444,1
91.332,1975.72,22.1114,-0.00585941,0.00444811,12.0001,0.0104423,1
91.354,1976.21,22.2145,7.83746e-05,0.00515049,12.0002,0.0102085,1
91.376,1976.7,22.1613,0.00773638,0.00559681,12.0002,0.00998171,1
91.398,1977.19,22.1093,-0.00268042,0.00563877,12.0002,0.00968798,1
91.42,1977.67,22.0576,0.000761029,0.00569313,12.0002,0.00941563,1
91.442,1978.16,22.006,0.00144207,0.00583523,12.0002,0.00913469,1
91.464,1978.64,21.9546,-0.00513183,0.00595063,12.0002,0.00881513,1
91.486,1979.13,22.0979,-0.0101617,0.00614327,11.9475,0.00847451,1
91.508,1979.61,22.2018,-0.015487,0.00656908,11.8724,0.00813572,1
91.53,1980.1,22.1482,-0.00471417,0.00735491,11.7876,0.00769504,1
91.552,1980.59,22.0956,-0.000352674,0.00804108,11.7021,0.00717258,1
91.574,1981.07,22.0434,-0.0165834,0.00843638,11.6248,0.00667977,1
91.596,1981.56,21.9907,-0.0127026,0.00906723,11.5409,0.00609819,1
91.618,1982.04,22.1461,-0.00125046,0.00984352,11.4696,0.0054303,1
91.64,1982.53,22.2364,0.000543111,0.0103409,11.4073,0.00472411,1
91.662,1983.02,22.1824,0.00532865,0.0105998,11.3342,0.00403015,1
91.684,1983.51,22.1298,0.00837587,0.0106341,11.2645,0.00336941,1
91.706,1983.99,22.0774,0.00681117,0.0104772,11.1973,0.00263166,1
91.728,1984.48,22.0251,0.00502884,0.0102393,11.1311,0.00192714,1
91.75,1984.96,21.9729,0.00410911,0.0100409,11.0645,0.00125416,1
91.772,1985.45,22.1146,0.00521465,0.00980633,10.9981,0.000593662,1
91.794,1985.94,22.22,-0.00396496,0.00952214,10.9315,-4.14054e-05,1
91.816,1986.42,22.1663,-0.00482852,0.0095908,10.861,-0.000724872,1
91.838,1986.91,22.113,0.0095702,0.00990122,10.7885,-0.00140341,1
91.86,1987.4,22.0599,0.00837624,0.00992792,10.7191,-0.00213067,1
91.882,1987.88,22.0069,0.0167485,0.00968045,10.6522,-0.00281986,1
91.904,1988.36,21.9542,0.0299811,0.00915974,10.5878,-0.0034105,1
91.926,1988.85,22.0976,0.0266373,0.00797242,10.5287,-0.00392493,1
91.948,1989.34,22.2004,0.0294286,0.00639122,10.4719,-0.00432205,1
91.97,1989.82,22.1449,0.0206357,0.00492829,10.4139,-0.00462031,1
91.992,1990.31,22.0913,0.016152,0.00348442,10.3554,-0.00480334,1
92.014,1990.8,22.0386,0.0315377,0.002258,10.2952,-0.00494146,1
92.036,1991.28,21.9857,0.0221966,0.000781711,10.2363,-0.00493081,1
92.058,1991.77,22.1295,0.0207594,-0.000865285,10.1794,-0.00479563,1
92.08,1992.25,22.2373,0.0217816,-0.0023945,10.1221,-0.00459854,1
92.102,1992.74,22.1832,0.0170444,-0.00361663,10.0632,-0.00427063,1
92.124,1993.23,22.1296,0.00736016,-0.00481874,10.0042,-0.00384593,1
92.146,1993.72,22.0762,0.00260656,-0.00571567,9.94316,-0.00333444,1
92.168,1994.2,22.0229,0.000246416,-0.00625879,9.88019,-0.0027914,1
92.19,1994.69,21.9692,0.00218689,-0.00652868,9.81623,-0.0022134,1
92.212,1995.17,22.1144,0.00619351,-0.00675804,9.75335,-0.00164286,1
92.234,1995.66,22.2166,0.00577647,-0.00706417,9.69189,-0.00103045,1
92.256,1996.15,22.1609,-0.000581816,-0.00725204,9.63157,-0.000342607,1
92.278,1996.63,22.1062,-0.0067755,-0.00729067,9.5727,0.000281731,1
92.3,1997.12,22.0511,-0.00714068,-0.00703603,9.51597,0.000922759,1
92.322,1997.6,21.9957,-0.0145631,-0.00660736,9.4633,0.00149504,1
92.344,1998.09,22.1567,-0.0115647,-0.00602323,9.41681,0.00203284,1
92.366,1998.58,22.2387,-0.0120325,-0.00532657,9.37904,0.00254059,1
92.388,1999.07,22.1829,-0.012253,-0.00453312,9.35517,0.00298039,1
92.41,1999.55,22.1281,-0.00749602,-0.0037101,9.35237,0.00334326,1
92.432,2000.04,22.0734,-0.00300121,-0.00297863,9.38323,0.00364916,1
