t,dist,v,vy,angle,trackPos,rpm,gear,wsv0,wsv1,wsv2,wsv3,steer,accel,brake,kappa,ontrack
-0.682,0,-0.00253624,-0.000841633,0.00822276,0.333439,6616.6,0,0,0,0,0,-0.0670134,0.55,0,0.00320074,1
-0.662,0,-0.00253624,-0.000841633,0.00822276,0.333439,6720.46,0,0,0,0,0,-0.0685525,0.55,0,0.00320074,1
-0.642,0,-0.00253624,-0.000841633,0.00822276,0.333439,6825.88,0,0,0,0,0,-0.0576306,0.55,0,0.00320074,1
-0.622,0,-0.00253624,-0.000841633,0.00822276,0.333439,6932.9,0,0,0,0,0,-0.0589178,0.55,0,0.00320074,1
-0.602,0,-0.00253624,-0.000841633,0.00822276,0.333439,7041.53,0,0,0,0,0,-0.0577084,0.55,0,0.00320074,1
-0.582,0,-0.00253624,-0.000841633,0.00822276,0.333439,7151.78,0,0,0,0,0,-0.0647148,0.55,0,0.00320074,1
-0.562,0,-0.00253624,-0.000841633,0.00822276,0.333439,7263.68,0,0,0,0,0,-0.0642455,0.55,0,0.00320074,1
-0.542,0,-0.00253624,-0.000841633,0.00822276,0.333439,7377.23,0,0,0,0,0,-0.0670551,0.55,0,0.00320074,1
-0.522,0,-0.00253624,-0.000841633,0.00822276,0.333439,7492.46,0,0,0,0,0,-0.090316,0.55,0,0.00320074,1
-0.502,0,-0.00253624,-0.000841633,0.00822276,0.333439,7609.39,0,0,0,0,0,-0.109143,0.55,0,0.00320074,1
-0.482,0,-0.00253624,-0.000841633,0.00822276,0.333439,7728.02,0,0,0,0,0,-0.113551,0.55,0,0.00320074,1
-0.462,0,-0.00253624,-0.000841633,0.00822276,0.333439,7848.38,0,0,0,0,0,-0.105962,0.55,0,0.00320074,1
-0.442,0,-0.00253624,-0.000841633,0.00822276,0.333439,7970.48,0,0,0,0,0,-0.114384,0.55,0,0.00320074,1
-0.422,0,-0.00253624,-0.000841633,0.00822276,0.333439,8094.34,0,0,0,0,0,-0.111081,0.55,0,0.00320074,1
-0.402,0,-0.00253624,-0.000841633,0.00822276,0.333439,8219.97,0,0,0,0,0,-0.104722,0.55,0,0.00320074,1
-0.382,0,-0.00253624,-0.000841633,0.00822276,0.333439,8347.4,0,0,0,0,0,-0.104943,0.55,0,0.00320074,1
-0.362,0,-0.00253624,-0.000841633,0.00822276,0.333439,8476.63,0,0,0,0,0,-0.116588,0.55,0,0.00320074,1
-0.342,0,-0.00253624,-0.000841633,0.00822276,0.333439,8607.68,0,0,0,0,0,-0.122985,0.55,0,0.00320074,1
-0.322,0,-0.00253624,-0.000841633,0.00822276,0.333439,8740.57,0,0,0,0,0,-0.121419,0.55,0,0.00320074,1
-0.302,0,-0.00253624,-0.000841633,0.00822276,0.333439,8875.32,0,0,0,0,0,-0.122965,0.55,0,0.00320074,1
-0.282,0,-0.00253624,-0.000841633,0.00822276,0.333439,9011.92,0,0,0,0,0,-0.117051,0.55,0,0.00320074,1
-0.262,0,-0.00253624,-0.000841633,0.00822276,0.333439,9150.42,0,0,0,0,0,-0.122659,0.55,0,0.00320074,1
-0.242,0,-0.00253624,-0.000841633,0.00822276,0.333439,9290.8,0,0,0,0,0,-0.12219,0.55,0,0.00320074,1
-0.222,0,-0.00253624,-0.000841633,0.00822276,0.333439,9433.1,0,0,0,0,0,-0.12464,0.55,0,0.00320074,1
-0.202,0,-0.00253624,-0.000841633,0.00822276,0.333439,9576.15,0,0,0,0,0,-0.12242,0.55,0,0.00320074,1
-0.182,0,-0.00253624,-0.000841633,0.00822276,0.333439,9718.82,0,0,0,0,0,-0.11755,0.55,0,0.00320074,1
-0.162,0,-0.00253624,-0.000841633,0.00822276,0.333439,9861.11,0,0,0,0,0,-0.116621,0.55,0,0.00320074,1
-0.142,0,-0.00253624,-0.000841633,0.00822276,0.333439,10003,0,0,0,0,0,-0.112494,0.55,0,0.00320074,1
-0.122,0,-0.00253624,-0.000841633,0.00822276,0.333439,10144.6,0,0,0,0,0,-0.109475,0.55,0,0.00320074,1
-0.102,0,-0.00253624,-0.000841633,0.00822276,0.333439,10285.7,0,0,0,0,0,-0.114007,0.55,0,0.00320074,1
-0.082,0,-0.00253624,-0.000841633,0.00822276,0.333439,10426.5,0,0,0,0,0,-0.107448,0.55,0,0.00320074,1
-0.062,0,-0.00253624,-0.000841633,0.00822276,0.333439,10566.9,0,0,0,0,0,-0.109159,0.55,0,0.00320074,1
-0.042,0,-0.00253624,-0.000841633,0.00822276,0.333439,10707,0,0,0,0,0,-0.107646,0.55,0,0.00320074,1
-0.022,0,-0.00253624,-0.000841633,0.00822276,0.333439,10846.6,0,0,0,0,0,-0.114297,0.55,0,0.00320074,1
0.018,0,-0.00474514,0.00394422,0.00871485,0.33345,11124.9,0,0.79638,-0.818534,1.05342,-1.08397,-0.118963,0.55,0,0.0032646,1
0.038,0.00170898,0.190264,-0.000139437,0.00859803,0.333443,5235.99,1,-0.0765231,0.419392,0.622546,0.622546,-0.111463,0.55,0,0.00325031,1
0.058,0.00683594,0.323786,-0.00482139,0.00865477,0.333427,5235.99,1,0.838962,0.806517,0.891082,0.891082,-0.103378,0.55,0,0.00326054,1
0.078,0.0144043,0.458808,-0.00609581,0.00874632,0.333397,5235.99,1,0.989856,1.549,1.34151,1.34151,-0.0991749,0.55,0,0.00327968,1
0.098,0.0249023,0.587739,-0.00761375,0.00890177,0.333361,5235.99,1,1.75808,2.35054,1.77267,1.77267,-0.105508,0.55,0,0.0033087,1
0.118,0.0378418,0.727492,-0.0166907,0.00906342,0.333294,5235.99,1,2.43215,1.72593,2.20753,2.20753,-0.110881,0.55,0,0.00334266,1
0.138,0.0537109,0.851064,-0.017023,0.00922459,0.333216,5235.99,1,3.24581,3.0268,2.63306,2.63306,-0.118104,0.55,0,0.00337585,1
0.158,0.0720215,0.991139,-0.0159634,0.00946253,0.333135,5235.99,1,3.00519,3.86737,3.07146,3.07146,-0.123489,0.55,0,0.00342309,1
0.178,0.0932617,1.12835,-0.0237591,0.00975722,0.333037,5235.99,1,3.55884,3.14976,3.5566,3.5566,-0.134763,0.55,0,0.00347955,1
0.198,0.117188,1.24554,-0.0269251,0.0100743,0.332912,5235.99,1,4.29695,4.19131,4.20434,4.20434,-0.15007,0.55,0,0.00354079,1
0.218,0.143555,1.37058,-0.0331328,0.010472,0.332761,5235.99,1,5.01815,5.1413,4.88039,4.88039,-0.151776,0.55,0,0.00361721,1
0.238,0.172852,1.51432,-0.0361028,0.0109307,0.332593,5235.99,1,5.1048,5.34634,5.26299,5.26299,-0.14838,0.55,0,0.003703,1
0.26,0.208008,1.67962,-0.0391278,0.0114905,0.332389,5235.99,1,4.81292,4.9867,5.39317,5.39317,-0.13995,0.55,0,0.00380892,1
0.28,0.24292,1.80297,-0.0399003,0.0120208,0.332192,5235.99,1,5.65321,5.71668,5.91372,5.91372,-0.142385,0.55,0,0.00390827,1
0.3,0.280273,1.92548,-0.0425378,0.0125858,0.331978,5235.99,1,6.42378,6.57028,6.51769,6.51769,-0.140331,0.55,0,0.00401677,1
0.32,0.320313,2.05429,-0.0447081,0.01319,0.331746,5235.99,1,7.2236,7.36871,7.00815,7.00815,-0.132039,0.55,0,0.0041321,1
0.34,0.363281,2.19132,-0.0450661,0.0138065,0.331501,5235.99,1,7.65596,7.77307,7.41085,7.41085,-0.114587,0.55,0,0.0042512,1
0.36,0.408691,2.33398,-0.0423061,0.0143873,0.331251,5235.99,1,7.80743,7.8306,7.76238,7.76238,-0.112763,0.55,0,0.00437053,1
0.38,0.456787,2.47485,-0.0439931,0.0149853,0.330991,5235.99,1,7.89101,7.91879,8.14561,8.14561,-0.116245,0.55,0,0.0044915,1
0.4,0.507568,2.60984,-0.0475792,0.0156299,0.330709,5235.99,1,8.11877,8.23812,8.57031,8.57031,-0.121027,0.55,0,0.00462265,1
0.42,0.561035,2.74096,-0.0520253,0.0163366,0.3304,5235.99,1,8.52581,8.74143,9.03088,9.03088,-0.114889,0.55,0,0.00476709,1
0.44,0.617188,2.86939,-0.0519792,0.0170476,0.330072,5235.99,1,9.15003,9.4338,9.49791,9.49791,-0.108681,0.55,0,0.0049126,1
0.46,0.676025,2.99839,-0.0514358,0.0177566,0.329731,5235.99,1,9.83257,10.0911,9.96066,9.96066,-0.100597,0.55,0,0.00506405,1
0.48,0.737549,3.12992,-0.0498714,0.0184466,0.329379,5235.99,1,10.444,10.6559,10.4084,10.4084,-0.109954,0.55,0,0.00521663,1
0.502,0.808105,3.28092,-0.0563053,0.0193035,0.328958,5235.99,1,10.8627,10.9765,10.8772,10.8772,-0.118896,0.55,0,0.00540537,1
0.522,0.875244,3.41611,-0.0632114,0.0201823,0.328536,5235.99,1,11.1645,11.3224,11.312,11.312,-0.138358,0.55,0,0.0055915,1
0.542,0.944824,3.54942,-0.0753528,0.0212342,0.328059,5235.99,1,11.5186,11.7526,11.755,11.755,-0.145729,0.55,0,0.00580933,1
0.562,1.01733,3.68194,-0.0831931,0.0223991,0.327529,5235.99,1,11.9407,12.216,12.1992,12.1992,-0.158816,0.55,0,0.00604944,1
0.582,1.09229,3.81394,-0.0932269,0.0237099,0.326942,5235.99,1,12.3851,12.705,12.6453,12.6453,-0.159753,0.55,0,0.00623774,1
0.602,1.16992,3.94642,-0.0977961,0.0250861,0.326307,5235.99,1,12.8429,13.1719,13.0878,13.0878,-0.15114,0.55,0,0.00642812,1
0.622,1.25024,4.07939,-0.0963553,0.0264398,0.325641,5235.99,1,13.3029,13.6166,13.5274,13.5274,-0.140485,0.55,0,0.00662466,1
0.642,1.33325,4.21264,-0.0926375,0.0277402,0.324955,5235.99,1,13.7567,14.0532,13.9656,13.9656,-0.117392,0.55,0,0.00684403,1
0.662,1.41895,4.34631,-0.0816603,0.0288793,0.324267,5235.99,1,14.2198,14.4704,14.4011,14.4011,-0.111037,0.55,0,0.00785853,1
0.682,1.50708,4.47961,-0.0781008,0.0299742,0.323571,5235.99,1,14.66,14.91,14.8403,14.8403,-0.0974738,0.55,0,0.00795901,1
0.702,1.59814,4.61311,-0.0712378,0.0309731,0.322864,5235.99,1,15.1112,15.3357,15.2784,15.2784,-0.0872418,0.55,0,0.00806192,1
0.722,1.69165,4.74653,-0.0655514,0.031893,0.322149,5235.99,1,15.5579,15.7664,15.7173,15.7173,-0.0731889,0.55,0,0.00816092,1
0.742,1.78809,4.88,-0.0574914,0.0326969,0.32143,5235.99,1,16.0108,16.1906,16.1556,16.1556,-0.0708916,0.55,0,0.00825851,1
0.762,1.88696,5.01325,-0.0555425,0.0334808,0.320698,5235.99,1,16.4491,16.6308,16.5959,16.5959,-0.0653232,0.55,0,0.0083514,1
0.782,1.98877,5.14653,-0.0525389,0.0342266,0.319946,5235.99,1,16.8936,17.0642,17.0356,17.0356,-0.0579632,0.55,0,0.00844684,1
0.802,2.09302,5.27983,-0.0484867,0.0349137,0.319179,5235.99,1,17.3397,17.496,17.475,17.475,-0.0579465,0.55,0,0.0085392,1
0.822,2.19995,5.41297,-0.0482319,0.0356037,0.31839,5235.99,1,17.7768,17.9375,17.915,17.915,-0.0493702,0.55,0,0.00863645,1
0.842,2.30957,5.54622,-0.0434233,0.0362222,0.317584,5235.99,1,18.2263,18.3654,18.354,18.354,-0.0463202,0.55,0,0.00873217,1
0.862,2.42188,5.67939,-0.0408728,0.0368044,0.316762,5235.99,1,18.6679,18.8017,18.7935,18.7935,-0.0386883,0.55,0,0.00882818,1
0.882,2.53687,5.81256,-0.0363747,0.0373213,0.315925,5235.99,1,19.1154,19.2316,19.2325,19.2325,-0.0441337,0.55,0,0.00892441,1
0.902,2.6543,5.94556,-0.0386922,0.0378825,0.315062,5235.99,1,19.5457,19.6793,19.6725,19.6725,-0.0497188,0.55,0,0.0090291,1
0.922,2.77466,6.07847,-0.0437181,0.0385339,0.314158,5235.99,1,19.9739,20.129,20.1129,20.1129,-0.0445892,0.55,0,0.00914348,1
0.942,2.89746,6.2115,-0.0426244,0.0391647,0.313219,5235.99,1,20.4176,20.561,20.5519,20.5519,-0.0361359,0.55,0,0.00929517,1
0.962,3.02319,6.34458,-0.0370211,0.0396983,0.312263,5235.99,1,20.8685,20.9865,20.9906,20.9906,-0.0384855,0.55,0,0.00948074,1
0.982,3.15137,6.47753,-0.0368747,0.0402338,0.311287,5235.99,1,21.3034,21.429,21.4306,21.4306,-0.0345467,0.55,0,0.00965875,1
1.004,3.29541,6.62378,-0.0352675,0.0408065,0.310182,5235.99,1,21.7894,21.9082,21.9133,21.9133,-0.0275597,0.55,0,0.00985756,1
1.024,3.4292,6.75675,-0.03062,0.0412504,0.309159,5235.99,1,22.2383,22.3362,22.3512,22.3512,-0.0330372,0.55,0,0.0100317,1
1.044,3.56567,6.88958,-0.0326036,0.0417325,0.30811,5235.99,1,22.6681,22.7836,22.7898,22.7898,-0.0327213,0.55,0,0.0102154,1
1.064,3.70483,7.02244,-0.0336406,0.0422437,0.307026,5235.99,1,23.1049,23.2236,23.2276,23.2276,-0.00600225,0.55,0,0.0104083,1
1.084,3.84668,7.15536,-0.0163401,0.0424554,0.305946,5235.99,1,23.5878,23.6153,23.6636,23.6636,-0.00866703,0.55,0,0.0105646,1
1.104,3.99097,7.28819,-0.0121577,0.0425884,0.304876,5235.99,1,24.0235,24.056,24.1011,24.1011,-0.00686537,0.55,0,0.0107138,1
1.124,4.13818,7.42097,-0.00937258,0.0427119,0.303796,5235.99,1,24.4643,24.491,24.539,24.539,-0.0143351,0.55,0,0.0108636,1
1.144,4.28784,7.55367,-0.013134,0.0429112,0.302688,5235.99,1,24.8894,24.9416,24.9772,24.9772,-0.0230907,0.55,0,0.0110275,1
1.164,4.44019,7.68631,-0.0207684,0.0432555,0.301535,5235.99,1,25.3093,25.3973,25.4161,25.4161,-0.0205625,0.55,0,0.0112162,1
1.184,4.59521,7.81897,-0.0225218,0.0436284,0.300339,5235.99,1,25.7485,25.8334,25.8538,25.8538,-0.0117407,0.55,0,0.0114131,1
1.204,4.75293,7.95167,-0.0172418,0.0438897,0.299124,5235.99,1,26.2022,26.2544,26.291,26.291,-0.0147463,0.55,0,0.0115973,1
1.224,4.91309,8.08425,-0.0173386,0.0441429,0.297889,5235.99,1,26.6352,26.6964,26.7285,26.7285,-0.0223563,0.55,0,0.0117852,1
1.244,5.07617,8.21678,-0.022289,0.0445015,0.296618,5235.99,1,27.0583,27.1481,27.1665,27.1665,-0.0177258,0.55,0,0.0119902,1
1.264,5.2417,8.34936,-0.0216778,0.0448562,0.295312,5235.99,1,27.5012,27.5798,27.6032,27.6032,-0.00368337,0.55,0,0.0121851,1
1.284,5.40991,8.48192,-0.0118993,0.0450198,0.293998,5235.99,1,27.9657,27.9891,28.0392,28.0392,0.00609131,0.55,0,0.0123578,1
1.304,5.58081,8.61439,-0.0009993,0.0449745,0.292697,5235.99,1,28.4253,28.4034,28.4759,28.4759,0.0127255,0.55,0,0.0125105,1
1.324,5.75439,8.74644,0.00845706,0.0447718,0.291414,5235.99,1,28.8788,28.8235,28.9263,28.9263,0.00631868,0.55,0,0.0126628,1
1.344,5.93066,8.87839,0.007581,0.044603,0.290127,5235.99,1,29.3007,29.2693,29.3894,29.3894,0.00754215,0.55,0,0.0128238,1
1.364,6.10962,9.01114,0.00877383,0.0444543,0.288827,5235.99,1,29.741,29.705,29.8093,29.8093,0.0102064,0.55,0,0.0129924,1
1.384,6.29102,9.14414,0.0107448,0.0442674,0.287516,5314.63,1,30.1839,30.1383,30.2597,30.2597,0.0114382,0.55,0,0.0131597,1
1.404,6.47534,9.27908,0.0123471,0.0440504,0.286198,5396.4,1,30.6308,30.5792,30.7253,30.7253,0.0182483,0.55,0,0.0133272,1
1.424,6.66211,9.41611,0.0180063,0.0437295,0.284881,5479.74,1,31.097,31.0147,31.1996,31.1996,0.0201934,0.55,0,0.0134847,1
1.444,6.85181,9.55525,0.0219463,0.0433256,0.283571,5564.87,1,31.562,31.4654,31.6842,31.6842,0.0218424,0.55,0,0.0136341,1
1.464,7.04443,9.69656,0.0252079,0.0428697,0.282267,5652.09,1,32.0326,31.9242,32.1805,32.1805,0.0275734,0.55,0,0.0137807,1
1.484,7.23975,9.83997,0.0309706,0.042309,0.280974,5741.47,1,32.5189,32.3816,32.6891,32.6891,0.0363753,0.55,0,0.0139152,1
1.504,7.43799,9.98558,0.0392047,0.0415832,0.279705,5833.1,1,33.0187,32.8402,33.2107,33.2107,0.0254671,0.55,0,0.0140273,1
1.524,7.63916,10.1337,0.0353739,0.0409247,0.278444,5926.24,1,33.4864,33.3453,33.7409,33.7409,0.0230937,0.55,0,0.0141534,1
1.544,7.84351,10.2841,0.0325647,0.0403668,0.277171,6021.41,1,33.9728,33.8471,34.2826,34.2826,0.0196929,0.55,0,0.0142962,1
1.564,8.05078,10.4369,0.029305,0.0398676,0.275886,6118.56,1,34.4677,34.3559,34.8357,34.8357,0.0199729,0.55,0,0.0144519,1
1.584,8.26123,10.5922,0.0278606,0.0393893,0.27459,6217.6,1,34.9769,34.8665,35.3995,35.3995,0.0255059,0.55,0,0.0146061,1
1.604,8.47485,10.751,0.0305903,0.0388314,0.273297,6319.89,1,35.4774,35.2962,35.98,35.98,0.0304448,0.55,0,0.0147327,1
1.624,8.69141,10.9104,0.0336061,0.038212,0.272011,6430.03,1,36.0213,35.8707,36.6073,36.6073,0.0465577,0.55,0,0.0148537,1
1.644,8.91113,11.0731,0.0466922,0.0372917,0.270761,6538.58,1,36.6086,36.3736,37.226,37.226,0.0459509,0.55,0,0.0149445,1
1.664,9.13452,11.239,0.0528322,0.0361606,0.26956,6646.43,1,37.1786,36.9112,37.8406,37.8406,0.0397482,0.55,0,0.0150068,1
1.684,9.36084,11.408,0.0521433,0.0350539,0.268388,6754.14,1,37.7305,37.4787,38.4544,38.4544,0.0420964,0.55,0,0.0150762,1
1.704,9.59082,11.5799,0.0537072,0.0339491,0.26724,6862.39,1,38.301,38.0418,39.0709,39.0709,0.0525273,0.55,0,0.0151515,1
1.724,9.82422,11.7542,0.0621333,0.0326483,0.266137,6972.91,1,38.9041,38.5869,39.6998,39.6998,0.0537434,0.55,0,0.0152007,1
1.744,10.05,11.9313,0.066365,0.0315167,0.264389,7086.63,1,39.4988,39.1557,40.3468,40.3468,0.0591101,0,0,0.0146086,1
1.764,10.2919,11.9654,0.0748775,0.0315255,0.263364,6650.37,1,39.7716,39.4014,38.1097,37.6948,0.0669292,0.55,0,0.0145928,1
1.784,10.5347,12.0921,0.0828033,0.0313241,0.262367,7224.45,1,40.0836,39.6582,41.1136,41.1136,0.0617715,0,0,0.0145408,1
1.804,10.7799,12.1313,0.0845464,0.0310993,0.261381,6741.45,1,40.3475,39.9311,38.6525,38.1844,0.0572313,0.55,0,0.0144842,1
1.824,11.026,12.2574,0.080145,0.0309736,0.260391,7351.34,1,40.6128,40.2205,41.8316,41.8316,0.0478155,0,0,0.0144383,1
1.844,11.2745,12.3003,0.0731242,0.0310539,0.259371,6834.17,1,40.8695,40.5274,39.1438,38.7471,0.0509637,0.55,0,0.0144248,1
1.864,11.5234,12.3408,0.0640303,0.0310283,0.258326,8196.32,1,40.9855,40.5689,46.4321,46.4321,0.0662354,0,0,0.0143604,1
1.884,11.7744,12.4747,0.0732911,0.0308486,0.257268,6907.29,1,41.4563,41.0093,39.6546,39.1103,0.0787662,0.55,0,0.0142606,1
1.904,12.0274,12.6005,0.0878403,0.0303289,0.256256,7563.31,1,41.7966,41.2794,43.0404,43.0404,0.0875896,0,0,0.0141283,1
1.924,12.2828,12.643,0.105262,0.0295581,0.255315,7023.24,1,42.1276,41.5568,40.343,39.7049,0.0896514,0.55,0,0.0139588,1
1.944,12.5393,12.7783,0.112978,0.0286281,0.254448,7635.26,1,42.4298,41.8216,43.4543,43.4543,0.0866494,0,0,0.0137615,1
1.964,12.7983,12.8171,0.118011,0.0276991,0.253624,7118.16,1,42.719,42.1194,40.901,40.2313,0.0677686,0.55,0,0.0135623,1
1.984,13.0583,12.9516,0.104395,0.0270628,0.25281,7766.92,1,42.9572,42.4431,44.1946,44.1946,0.0716698,0,0,0.0134085,1
2.006,13.3471,12.9919,0.103442,0.0265371,0.25191,7211.16,1,43.2449,42.7364,41.388,40.8052,0.0787503,0.55,0,0.0132665,1
2.028,13.6371,13.1387,0.104739,0.0258314,0.251035,7946.12,1,43.5975,43.0401,45.2047,45.2047,0.079188,0,0,0.0130928,1
2.05,13.93,13.1862,0.108663,0.0250188,0.250188,7317.2,1,43.9227,43.3478,42.0287,41.3702,0.0768909,0.55,0,0.0128993,1
2.072,14.2243,13.3338,0.105246,0.0241786,0.249382,8077.23,1,44.2628,43.6828,45.9494,45.9494,0.0733236,0,0,0.0126966,1
2.094,14.5216,13.3827,0.103631,0.0234584,0.248586,7424.8,1,44.5605,44.0148,42.6304,41.9944,0.0846556,0.55,0,0.0124712,1
2.116,14.8203,13.531,0.108826,0.0225587,0.247843,8200.58,1,44.9232,44.3063,46.6477,46.6477,0.10049,0,0,0.0122002,1
2.138,15.1221,13.5792,0.125528,0.0212681,0.247172,7531.9,1,45.2953,44.5966,43.3225,42.5225,0.0922684,0.55,0,0.0119056,1
2.16,15.4252,13.7293,0.121239,0.0198799,0.246592,8339.85,1,45.6149,44.9112,47.4368,47.4368,0.075898,0,0,0.0115926,1
2.182,15.7313,13.7802,0.111067,0.0188503,0.246028,7641.15,1,45.9125,45.3088,43.8986,43.1904,0.0862868,0.55,0,0.0113346,1
2.204,16.0389,13.9292,0.111071,0.0178649,0.245499,8473.52,1,46.2357,45.5965,48.1925,48.1925,0.0781889,0,0,0.0110863,1
2.226,16.3495,13.981,0.108161,0.0169378,0.245,7750.13,1,46.5768,45.9745,44.5225,43.8077,0.0829812,0.55,0,0.0108448,1
2.248,16.6614,14.1299,0.10716,0.0159892,0.244545,8609.5,1,46.8964,46.2618,48.9621,48.9621,0.0722248,0,0,0.0105972,1
2.27,16.9766,14.1822,0.103026,0.0152044,0.244105,7864.06,1,47.2278,46.6564,45.1546,44.4788,0.0688538,0.55,0,0.0103676,1
2.292,17.2931,14.3434,0.0974978,0.0146429,0.243685,8637.61,1,47.5482,47.0033,49.1441,49.1441,0.0632985,0,0,0.0101558,1
2.314,17.6128,14.3846,0.093385,0.0142817,0.243266,7971.51,1,47.857,47.3564,45.7381,45.1231,0.0656875,0.55,0,0.00993095,1
2.336,17.9337,14.5367,0.0900369,0.0139089,0.242851,8844.78,1,48.1807,47.6582,50.2988,50.2988,0.0570658,0,0,0.0097216,1
2.358,18.2578,14.5882,0.0833544,0.0136912,0.242419,8079.15,1,48.5169,48.0484,46.3414,45.7389,0.0516498,0.55,0,0.00956354,1
2.38,18.5832,14.7359,0.0736239,0.0136712,0.241969,9020.02,1,48.7953,48.3536,51.2836,51.2836,0.0456328,0,0,0.00943551,1
2.402,18.9118,14.7934,0.0669867,0.0138897,0.241468,8189.54,1,49.1522,48.7696,46.9312,46.4038,0.0520416,0.55,0,0.0093455,1
2.424,19.2417,14.9403,0.0666831,0.0140825,0.240949,9151.56,1,49.4675,49.0487,52.0299,52.0299,0.0724253,0,0,0.0092528,1
2.446,19.5748,14.9976,0.0854086,0.0138144,0.240453,8300.68,1,49.9045,49.3734,47.6445,46.9565,0.0628388,0.55,0,0.00908611,1
2.468,19.9092,15.1476,0.0806844,0.0133737,0.240003,9277.95,1,50.2116,49.6638,52.7483,52.7483,0.0525443,0,0,0.00888786,1
2.49,20.2469,15.2051,0.0738036,0.0132183,0.239535,8413.4,1,50.5588,50.0949,48.2565,47.6293,0.0518982,0.55,0,0.00872967,1
2.512,20.586,15.3558,0.0680408,0.0132598,0.239049,9405.12,1,50.8403,50.3878,53.4692,53.4692,0.0506087,0,0,0.00855443,1
2.534,20.9284,15.4304,0.0670461,0.0133839,0.238533,6741.71,2,51.2614,50.8308,49.2046,48.7593,0.0445477,0.8,0,0.00840792,1
2.556,21.271,15.4192,0.0640472,0.0136819,0.238004,6757.12,2,51.2023,50.8038,49.1463,48.7382,0.047268,0.8,0,0.00832185,1
2.578,21.6132,15.4184,0.0646286,0.0140249,0.237452,6416.02,2,51.1813,50.7847,49.3195,49.0092,0.0446538,0.8,0,0.00824354,1
2.6,21.9569,15.5608,0.0602064,0.0144046,0.23687,6955.82,2,51.5038,51.114,53.227,53.227,0.0524022,0.2,0,0.00817088,1
2.622,22.3041,15.6598,0.0661917,0.0147294,0.236259,6548.65,2,51.9631,51.561,50.1723,50.1723,0.0555367,0.8,0,0.00808916,1
2.644,22.6533,15.8173,0.0720778,0.0149956,0.235654,6979.41,2,52.3582,51.9232,53.4284,53.4284,0.0403064,0.2,0,0.00799485,1
2.666,23.006,15.9041,0.063345,0.0154831,0.235008,6651.24,2,52.7441,52.3937,50.9621,50.9621,0.0359674,0.8,0,0.00793567,1
2.688,23.3606,16.0601,0.0562044,0.0163115,0.234291,7121.99,2,53.0938,52.7859,54.5046,54.5046,0.0342458,0.2,0,0.00791876,1
2.71,23.7187,16.1524,0.051695,0.0172475,0.233487,6759.13,2,53.5287,53.2459,51.786,51.786,0.0342777,0.8,0,0.00789533,1
2.732,24.0789,16.3049,0.0484356,0.0182557,0.232615,7282.81,2,53.8897,53.6053,55.7228,55.7228,0.0396941,0.2,0,0.00791126,1
2.754,24.4425,16.4056,0.0515556,0.0191316,0.231669,6866.05,2,54.3787,54.0642,52.6043,52.6043,0.0397646,0.8,0,0.00792372,1
2.776,24.8081,16.5585,0.0518092,0.0199281,0.230675,7410.4,2,54.7656,54.4231,56.6971,56.6971,0.0602319,0.2,0,0.00791763,1
